alpha,eta,rho,T,theta_lr,theta_inner_steps,theta_lambda,theta_mode,theta_optimizer,theta_start_mode,theta_include_beta_cov,beta_update,policy_optimizer,policy_gradient,reinforce_samples,state_weight_update,intended_prob,dataset_path,num_trajectories,max_steps,seed,device,status,error,elapsed_seconds,solver_success_rate,solver_avg_return,solver_v_x0,solver_v_gap,greedy_success_rate,greedy_avg_return,greedy_v_x0,greedy_v_gap,final_total_loss,final_policy_objective,final_beta_objective,final_q_objective,final_theta_norm,final_policy_grad_norm,final_beta_grad_norm,final_theta_grad_norm,run_idx
0.0005,3e-05,0.1,1000,0.01,20,1e-06,reg_fixed,adam,warm,False,fogas_full,adam,exact,4,normal,1.0,/home/mauro/Desktop/EMAI/Ljubljana/Thesis/Code/data/datasets_clean/generalization/10grid_tabular.csv,100,50,42,cpu,ok,,88.06738356400456,0.0,-1.7226606529080153,-1.785356480169246,1.6764509057367565,0.0,-0.9948462247926808,-1.0000000000000002,1.1804112474259258,-16.812635032619173,-36.94557518107031,3.1873457283053748,-16.185491795392554,1121.436362139754,0.0739449271163307,2.343598734273625,0.0375936251445574,1
