alpha,eta,rho,T,theta_lr,theta_inner_steps,theta_lambda,theta_mode,theta_optimizer,theta_start_mode,theta_include_beta_cov,beta_update,policy_optimizer,policy_gradient,reinforce_samples,state_weight_update,intended_prob,dataset_path,num_trajectories,max_steps,seed,device,status,error,elapsed_seconds,solver_success_rate,solver_avg_return,solver_v_x0,solver_v_gap,greedy_success_rate,greedy_avg_return,greedy_v_x0,greedy_v_gap,final_total_loss,final_policy_objective,final_beta_objective,final_q_objective,final_theta_norm,final_policy_grad_norm,final_beta_grad_norm,final_theta_grad_norm,run_idx
0.001,3e-05,2.0,4000,0.03,20,0.001,reg_fixed,adam,warm,False,fogas_full,adam,exact,4,normal,1.0,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/10grid_tabular.csv,100,50,42,cpu,ok,,157.37657504400704,0.49,-1.1408859706394752,-1.1824396770308696,0.6593909457700668,1.0,-0.82274123760695,-0.82274123760695,-6.323084167370041e-17,-0.5374059005430816,-1.1049945990156496,0.418578768336859,-0.30882991109317326,24.85467660540874,0.0002721139618898971,0.22735446983239582,7.782559572524228e-05,5306
