problem,beta_update,T,alpha,eta,rho,beta_projection_radius,theta_lambda,theta_lr,theta_inner_steps,policy_optimizer,policy_gradient,reinforce_samples,state_weight_update,dataset_path,theta_mode,theta_optimizer,theta_start_mode,theta_include_beta_cov,num_trajectories,max_steps,seed,device,status,error,solver_success_rate,greedy_success_rate,solver_avg_reward,greedy_avg_reward,elapsed_seconds,run_idx
stochastic,fenchel_mirror,750,0.001,0.1,1.0,,0.0001,0.03,40,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,reg_fixed,adam,warm,False,100,20,42,cpu,ok,,0.16,0.9,-1.8741000000000008,-0.03664999999999995,46.101107836992014,1132
stochastic,fenchel_mirror,500,0.001,0.03,1.0,,0.0001,0.03,40,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,reg_fixed,adam,warm,False,100,20,42,cpu,ok,,0.13,0.9,-1.8723500000000004,-0.036199999999999954,29.328842574032024,1107
stochastic,projected_gradient,500,0.001,0.0003,1.0,1.0,0.0001,0.03,40,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,reg_fixed,adam,warm,False,100,20,42,cpu,ok,,0.1,0.9,-1.9302500000000007,-0.036199999999999954,18.37357051804429,752
stochastic,projected_gradient,500,0.001,0.0003,1.0,2.0,0.0001,0.03,40,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,reg_fixed,adam,warm,False,100,20,42,cpu,ok,,0.1,0.9,-1.9302500000000007,-0.036199999999999954,20.220765525009483,756
stochastic,projected_gradient,500,0.001,0.0003,1.0,5.0,0.0001,0.03,40,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,reg_fixed,adam,warm,False,100,20,42,cpu,ok,,0.1,0.9,-1.9302500000000007,-0.036199999999999954,22.99169420596445,761
stochastic,projected_gradient,500,0.001,0.0003,1.0,10.0,0.0001,0.03,40,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,reg_fixed,adam,warm,False,100,20,42,cpu,ok,,0.1,0.9,-1.9302500000000007,-0.036199999999999954,26.946222664031666,769
stochastic,projected_gradient,500,0.001,0.0003,1.0,,0.0001,0.03,40,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,reg_fixed,adam,warm,False,100,20,42,cpu,ok,,0.1,0.9,-1.9302500000000007,-0.036199999999999954,27.127493683015928,764
stochastic,projected_gradient,500,0.001,0.0003,1.0,0.5,0.0001,0.03,40,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,reg_fixed,adam,warm,False,100,20,42,cpu,ok,,0.1,0.9,-1.9307000000000005,-0.036199999999999954,26.73042345501017,767
stochastic,fenchel_mirror,500,0.001,0.2,1.0,,0.0001,0.03,40,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,reg_fixed,adam,warm,False,100,20,42,cpu,ok,,0.1,0.9,-1.9329500000000008,-0.03664999999999995,28.823360421985853,1113
stochastic,fenchel_mirror,500,0.001,0.1,1.0,,0.0001,0.03,40,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,reg_fixed,adam,warm,False,100,20,42,cpu,ok,,0.1,0.9,-1.949400000000001,-0.03664999999999995,36.14629285398405,1119
stochastic,fenchel_mirror,500,0.001,0.05,1.0,,0.0001,0.03,40,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,reg_fixed,adam,warm,False,100,20,42,cpu,ok,,0.09,0.9,-1.9608500000000006,-0.04114999999999995,22.554332527972292,1101
stochastic,projected_gradient,4000,0.001,0.0003,1.0,2.0,0.0001,0.03,40,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,reg_fixed,adam,warm,False,100,20,42,cpu,ok,,0.62,0.89,-0.8933500000000003,-0.03959999999999994,181.64284358604345,1214
stochastic,projected_gradient,3000,0.001,0.001,1.0,,0.0001,0.03,40,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,reg_fixed,adam,warm,False,100,20,42,cpu,ok,,0.7,0.88,-0.5472000000000002,-0.10319999999999993,150.7800810370245,1102
stochastic,projected_gradient,3000,0.001,0.001,1.0,10.0,0.0001,0.03,40,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,reg_fixed,adam,warm,False,100,20,42,cpu,ok,,0.7,0.88,-0.5472000000000002,-0.10319999999999993,184.2569997550454,1137
stochastic,projected_gradient,3000,0.001,0.001,1.0,5.0,0.0001,0.03,40,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,reg_fixed,adam,warm,False,100,20,42,cpu,ok,,0.7,0.88,-0.5472000000000002,-0.10319999999999993,186.58000949502457,1138
stochastic,projected_gradient,4000,0.001,0.001,1.0,2.0,0.0001,0.03,40,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,reg_fixed,adam,warm,False,100,20,42,cpu,ok,,0.67,0.88,-0.7855500000000003,-0.10319999999999993,169.16858485899866,1225
stochastic,projected_gradient,3000,0.001,0.001,1.0,2.0,0.0001,0.03,40,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,reg_fixed,adam,warm,False,100,20,42,cpu,ok,,0.66,0.88,-0.7914500000000004,-0.10319999999999993,150.01024179300293,1105
stochastic,projected_gradient,2000,0.001,0.001,1.0,5.0,0.0001,0.03,40,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,reg_fixed,adam,warm,False,100,20,42,cpu,ok,,0.63,0.88,-0.7565000000000004,-0.10319999999999993,89.46401504799724,1044
stochastic,projected_gradient,2000,0.001,0.001,1.0,,0.0001,0.03,40,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,reg_fixed,adam,warm,False,100,20,42,cpu,ok,,0.63,0.88,-0.7565000000000004,-0.10319999999999993,104.53423745901091,1048
stochastic,projected_gradient,2000,0.001,0.001,1.0,10.0,0.0001,0.03,40,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,reg_fixed,adam,warm,False,100,20,42,cpu,ok,,0.63,0.88,-0.7565000000000004,-0.10319999999999993,118.46503472700715,1056
stochastic,projected_gradient,4000,0.001,0.001,1.0,1.0,0.0001,0.03,40,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,reg_fixed,adam,warm,False,100,20,42,cpu,ok,,0.5,0.87,-1.1001000000000005,-0.14565000000000006,166.4333506760304,1221
stochastic,projected_gradient,3000,0.001,0.001,1.0,1.0,0.0001,0.03,40,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,reg_fixed,adam,warm,False,100,20,42,cpu,ok,,0.49,0.87,-1.1179500000000004,-0.14565000000000006,137.43060461099958,1091
stochastic,projected_gradient,2000,0.001,0.001,1.0,1.0,0.0001,0.03,40,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,reg_fixed,adam,warm,False,100,20,42,cpu,ok,,0.44,0.87,-1.2442000000000004,-0.14565000000000006,110.60375747701619,1054
stochastic,projected_gradient,4000,0.001,0.001,1.0,,0.0001,0.03,40,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,reg_fixed,adam,warm,False,100,20,42,cpu,ok,,0.7,0.86,-0.5260000000000001,-0.1288499999999999,155.899013051996,1184
stochastic,projected_gradient,4000,0.001,0.001,1.0,10.0,0.0001,0.03,40,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,reg_fixed,adam,warm,False,100,20,42,cpu,ok,,0.7,0.86,-0.5260000000000001,-0.1288499999999999,168.14814071002183,1229
stochastic,projected_gradient,4000,0.001,0.001,1.0,5.0,0.0001,0.03,40,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,reg_fixed,adam,warm,False,100,20,42,cpu,ok,,0.7,0.86,-0.5260000000000001,-0.1288499999999999,176.27314988902071,1236
stochastic,projected_gradient,2000,0.001,0.001,1.0,2.0,0.0001,0.03,40,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,reg_fixed,adam,warm,False,100,20,42,cpu,ok,,0.63,0.79,-0.8540000000000002,-0.3227499999999999,106.45998395996867,1051
stochastic,projected_gradient,4000,0.001,0.0003,1.0,5.0,0.0001,0.03,40,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,reg_fixed,adam,warm,False,100,20,42,cpu,ok,,0.65,0.77,-0.8435000000000004,-0.296,175.55667906999588,1213
stochastic,projected_gradient,4000,0.001,0.0003,1.0,10.0,0.0001,0.03,40,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,reg_fixed,adam,warm,False,100,20,42,cpu,ok,,0.65,0.77,-0.8435000000000004,-0.296,175.74087359401165,1216
stochastic,projected_gradient,4000,0.001,0.0003,1.0,,0.0001,0.03,40,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,reg_fixed,adam,warm,False,100,20,42,cpu,ok,,0.65,0.77,-0.8435000000000004,-0.296,198.8115786719718,1219
stochastic,projected_gradient,1500,0.001,0.001,1.0,,0.0001,0.03,40,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,reg_fixed,adam,warm,False,100,20,42,cpu,ok,,0.63,0.77,-0.8221000000000003,-0.296,62.35790233197622,965
stochastic,projected_gradient,1500,0.001,0.001,1.0,10.0,0.0001,0.03,40,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,reg_fixed,adam,warm,False,100,20,42,cpu,ok,,0.63,0.77,-0.8221000000000003,-0.296,79.31522742699599,988
stochastic,projected_gradient,1500,0.001,0.001,1.0,5.0,0.0001,0.03,40,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,reg_fixed,adam,warm,False,100,20,42,cpu,ok,,0.63,0.77,-0.8221000000000003,-0.296,91.77136774203973,996
stochastic,fenchel_mirror,750,0.001,0.5,1.0,,0.0001,0.03,40,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,reg_fixed,adam,warm,False,100,20,42,cpu,ok,,0.12,0.45,-1.9112000000000007,-1.1724500000000007,46.18874948105076,1135
stochastic,fenchel_mirror,500,0.001,0.5,1.0,,0.0001,0.03,40,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,reg_fixed,adam,warm,False,100,20,42,cpu,ok,,0.1,0.45,-1.9357000000000004,-1.1724500000000007,31.03632507403381,1118
stochastic,fenchel_mirror,4000,0.001,0.75,1.0,,0.0001,0.03,40,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,reg_fixed,adam,warm,False,100,20,42,cpu,ok,,0.26,0.26,-1.6274000000000006,-1.5591000000000006,108.64562334603397,1245
stochastic,fenchel_mirror,3000,0.001,0.75,1.0,,0.0001,0.03,40,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,reg_fixed,adam,warm,False,100,20,42,cpu,ok,,0.17,0.25,-1.7651000000000006,-1.5731500000000005,99.89896148297703,1228
stochastic,fenchel_mirror,500,0.001,0.01,1.0,,0.0001,0.03,40,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,reg_fixed,adam,warm,False,100,20,42,cpu,ok,,0.08,0.25,-1.921200000000001,-1.6220000000000008,31.39586423500441,1108
stochastic,fogas_diag,3000,0.001,0.001,1.0,,0.0001,0.03,40,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,reg_fixed,adam,warm,False,100,20,42,cpu,ok,,0.16,0.24,-1.8284000000000007,-1.6550500000000006,177.7401674890425,829
stochastic,projected_gradient,4000,0.001,0.001,1.0,0.5,0.0001,0.03,40,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,reg_fixed,adam,warm,False,100,20,42,cpu,ok,,0.1,0.24,-1.9174000000000007,-1.5630000000000006,180.058372872998,1227
stochastic,projected_gradient,1000,0.001,0.001,1.0,2.0,0.0001,0.03,40,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,reg_fixed,adam,warm,False,100,20,42,cpu,ok,,0.3,0.23,-1.6252000000000006,-1.6816000000000009,50.232836319017224,918
stochastic,projected_gradient,1000,0.001,0.001,1.0,10.0,0.0001,0.03,40,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,reg_fixed,adam,warm,False,100,20,42,cpu,ok,,0.29,0.23,-1.6118500000000007,-1.6816000000000009,57.12035022000782,929
stochastic,projected_gradient,1000,0.001,0.001,1.0,5.0,0.0001,0.03,40,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,reg_fixed,adam,warm,False,100,20,42,cpu,ok,,0.29,0.23,-1.6118500000000007,-1.6816000000000009,58.48457177099772,928
stochastic,projected_gradient,1000,0.001,0.001,1.0,,0.0001,0.03,40,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,reg_fixed,adam,warm,False,100,20,42,cpu,ok,,0.29,0.23,-1.6118500000000007,-1.6816000000000009,59.212095575989224,927
stochastic,projected_gradient,1500,0.001,0.001,1.0,1.0,0.0001,0.03,40,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,reg_fixed,adam,warm,False,100,20,42,cpu,ok,,0.21,0.2,-1.7859000000000003,-1.7324000000000006,89.92144535196712,993
stochastic,projected_gradient,750,0.001,0.0003,1.0,0.5,0.0001,0.03,40,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,reg_fixed,adam,warm,False,100,20,42,cpu,ok,,0.15,0.2,-1.8536500000000005,-1.6483500000000004,44.59963249199791,849
stochastic,projected_gradient,1000,0.001,0.0003,1.0,0.5,0.0001,0.03,40,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,reg_fixed,adam,warm,False,100,20,42,cpu,ok,,0.14,0.2,-1.8818000000000006,-1.6483500000000004,57.88501099898713,922
stochastic,projected_gradient,750,0.001,0.001,1.0,0.5,0.0001,0.03,40,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,reg_fixed,adam,warm,False,100,20,42,cpu,ok,,0.12,0.2,-1.9185500000000004,-1.6474500000000003,30.080747911997605,836
stochastic,projected_gradient,500,0.001,0.001,1.0,10.0,0.0001,0.03,40,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,reg_fixed,adam,warm,False,100,20,42,cpu,ok,,0.12,0.2,-1.9550000000000005,-1.6474500000000003,25.54818563896697,775
stochastic,projected_gradient,500,0.001,0.001,1.0,5.0,0.0001,0.03,40,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,reg_fixed,adam,warm,False,100,20,42,cpu,ok,,0.12,0.2,-1.9550000000000005,-1.6474500000000003,26.07657780102454,774
stochastic,projected_gradient,500,0.001,0.001,1.0,2.0,0.0001,0.03,40,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,reg_fixed,adam,warm,False,100,20,42,cpu,ok,,0.12,0.2,-1.9550000000000005,-1.6474500000000003,29.172127078985795,776
stochastic,projected_gradient,500,0.001,0.001,1.0,,0.0001,0.03,40,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,reg_fixed,adam,warm,False,100,20,42,cpu,ok,,0.12,0.2,-1.9550000000000005,-1.6474500000000003,30.32213618402602,773
stochastic,projected_gradient,1000,0.001,0.001,1.0,1.0,0.0001,0.03,40,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,reg_fixed,adam,warm,False,100,20,42,cpu,ok,,0.12,0.2,-1.9222500000000005,-1.6483500000000004,51.83184209396131,921
stochastic,projected_gradient,750,0.001,0.0003,1.0,5.0,0.0001,0.03,40,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,reg_fixed,adam,warm,False,100,20,42,cpu,ok,,0.12,0.2,-1.9365500000000007,-1.6483500000000004,28.132349293970037,830
stochastic,projected_gradient,750,0.001,0.0003,1.0,2.0,0.0001,0.03,40,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,reg_fixed,adam,warm,False,100,20,42,cpu,ok,,0.12,0.2,-1.9365500000000007,-1.6483500000000004,30.479136211040895,834
stochastic,projected_gradient,750,0.001,0.0003,1.0,10.0,0.0001,0.03,40,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,reg_fixed,adam,warm,False,100,20,42,cpu,ok,,0.12,0.2,-1.9365500000000007,-1.6483500000000004,39.26742919598473,844
stochastic,projected_gradient,750,0.001,0.0003,1.0,1.0,0.0001,0.03,40,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,reg_fixed,adam,warm,False,100,20,42,cpu,ok,,0.12,0.2,-1.9365500000000007,-1.6483500000000004,41.77639445499517,848
stochastic,projected_gradient,750,0.001,0.0003,1.0,,0.0001,0.03,40,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,reg_fixed,adam,warm,False,100,20,42,cpu,ok,,0.12,0.2,-1.9365500000000007,-1.6483500000000004,43.7692507400061,847
stochastic,projected_gradient,4000,0.001,0.0003,1.0,0.5,0.0001,0.03,40,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,reg_fixed,adam,warm,False,100,20,42,cpu,ok,,0.11,0.2,-1.8968500000000006,-1.6474500000000003,190.9329867429915,1220
stochastic,projected_gradient,3000,0.001,0.0003,1.0,0.5,0.0001,0.03,40,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,reg_fixed,adam,warm,False,100,20,42,cpu,ok,,0.11,0.2,-1.9124000000000008,-1.6474500000000003,131.80542310402961,1083
stochastic,projected_gradient,1000,0.001,0.001,1.0,0.5,0.0001,0.03,40,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,reg_fixed,adam,warm,False,100,20,42,cpu,ok,,0.11,0.2,-1.9181000000000006,-1.6474500000000003,39.78996740601724,899
stochastic,projected_gradient,500,0.001,0.001,1.0,1.0,0.0001,0.03,40,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,reg_fixed,adam,warm,False,100,20,42,cpu,ok,,0.11,0.2,-1.9317500000000003,-1.6474500000000003,20.840462772001047,768
stochastic,projected_gradient,2000,0.001,0.0003,1.0,0.5,0.0001,0.03,40,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,reg_fixed,adam,warm,False,100,20,42,cpu,ok,,0.11,0.2,-1.9366500000000009,-1.6474500000000003,85.1101927330019,1027
stochastic,projected_gradient,750,0.001,0.001,1.0,1.0,0.0001,0.03,40,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,reg_fixed,adam,warm,False,100,20,42,cpu,ok,,0.11,0.2,-1.9461000000000004,-1.6483500000000004,40.04051471699495,851
stochastic,projected_gradient,2000,0.001,0.001,1.0,0.5,0.0001,0.03,40,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,reg_fixed,adam,warm,False,100,20,42,cpu,ok,,0.1,0.2,-1.9207000000000005,-1.6474500000000003,109.41701802203897,1052
stochastic,projected_gradient,3000,0.001,0.001,1.0,0.5,0.0001,0.03,40,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,reg_fixed,adam,warm,False,100,20,42,cpu,ok,,0.1,0.2,-1.9216000000000006,-1.6474500000000003,186.84090685698902,1133
stochastic,projected_gradient,1000,0.001,0.0003,1.0,,0.0001,0.03,40,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,reg_fixed,adam,warm,False,100,20,42,cpu,ok,,0.1,0.2,-1.9628500000000002,-1.6474500000000003,39.99190527497558,879
stochastic,projected_gradient,1000,0.001,0.0003,1.0,2.0,0.0001,0.03,40,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,reg_fixed,adam,warm,False,100,20,42,cpu,ok,,0.1,0.2,-1.9628500000000002,-1.6474500000000003,42.02957791998051,897
stochastic,projected_gradient,1000,0.001,0.0003,1.0,5.0,0.0001,0.03,40,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,reg_fixed,adam,warm,False,100,20,42,cpu,ok,,0.1,0.2,-1.9628500000000002,-1.6474500000000003,48.58428374299547,912
stochastic,projected_gradient,1000,0.001,0.0003,1.0,10.0,0.0001,0.03,40,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,reg_fixed,adam,warm,False,100,20,42,cpu,ok,,0.1,0.2,-1.9628500000000002,-1.6474500000000003,52.40856629703194,920
stochastic,projected_gradient,1500,0.001,0.0003,1.0,1.0,0.0001,0.03,40,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,reg_fixed,adam,warm,False,100,20,42,cpu,ok,,0.1,0.2,-1.9666500000000005,-1.6474500000000003,74.00783685600618,976
stochastic,projected_gradient,500,0.001,0.001,1.0,0.5,0.0001,0.03,40,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,reg_fixed,adam,warm,False,100,20,42,cpu,ok,,0.1,0.2,-1.9305000000000008,-1.6483500000000004,26.075874194968492,772
stochastic,projected_gradient,750,0.001,0.001,1.0,2.0,0.0001,0.03,40,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,reg_fixed,adam,warm,False,100,20,42,cpu,ok,,0.1,0.2,-1.9615000000000007,-1.6555500000000003,34.01930135098519,843
stochastic,projected_gradient,750,0.001,0.001,1.0,,0.0001,0.03,40,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,reg_fixed,adam,warm,False,100,20,42,cpu,ok,,0.1,0.2,-1.9706000000000006,-1.6555500000000003,27.993410074035637,831
stochastic,projected_gradient,750,0.001,0.001,1.0,5.0,0.0001,0.03,40,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,reg_fixed,adam,warm,False,100,20,42,cpu,ok,,0.1,0.2,-1.9706000000000006,-1.6555500000000003,30.39541990304133,839
stochastic,projected_gradient,750,0.001,0.001,1.0,10.0,0.0001,0.03,40,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,reg_fixed,adam,warm,False,100,20,42,cpu,ok,,0.1,0.2,-1.9706000000000006,-1.6555500000000003,37.62072313501267,852
stochastic,projected_gradient,1500,0.001,0.0003,1.0,0.5,0.0001,0.03,40,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,reg_fixed,adam,warm,False,100,20,42,cpu,ok,,0.09,0.2,-1.9585500000000007,-1.6474500000000003,81.11082301300485,983
stochastic,projected_gradient,1000,0.001,0.0003,1.0,1.0,0.0001,0.03,40,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,reg_fixed,adam,warm,False,100,20,42,cpu,ok,,0.09,0.2,-1.9741500000000005,-1.6474500000000003,40.81984172499506,896
stochastic,projected_gradient,1500,0.001,0.0003,1.0,2.0,0.0001,0.03,40,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,reg_fixed,adam,warm,False,100,20,42,cpu,ok,,0.09,0.2,-1.9948000000000006,-1.6483500000000004,56.098301469988655,959
stochastic,projected_gradient,1500,0.001,0.0003,1.0,5.0,0.0001,0.03,40,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,reg_fixed,adam,warm,False,100,20,42,cpu,ok,,0.09,0.2,-1.9948000000000006,-1.6483500000000004,62.140580318984576,964
stochastic,projected_gradient,1500,0.001,0.0003,1.0,10.0,0.0001,0.03,40,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,reg_fixed,adam,warm,False,100,20,42,cpu,ok,,0.09,0.2,-1.9948000000000006,-1.6483500000000004,63.92563142499421,968
stochastic,projected_gradient,1500,0.001,0.0003,1.0,,0.0001,0.03,40,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,reg_fixed,adam,warm,False,100,20,42,cpu,ok,,0.09,0.2,-1.9948000000000006,-1.6483500000000004,80.6770612859982,981
