problem,ablation,beta_update,T,alpha,eta,rho,theta_mode,theta_lambda,D_theta,theta_lr,theta_inner_steps,theta_start_mode,policy_optimizer,policy_gradient,reinforce_samples,fisher_damping,cg_iters,cg_tol,state_weight_update,dataset_path,theta_optimizer,theta_include_beta_cov,num_trajectories,max_steps,seed,device,status,error,solver_success_rate,greedy_success_rate,solver_avg_reward,greedy_avg_reward,elapsed_seconds,run_idx
stochastic,reg_fixed_inner_steps,fogas_full,1000,0.001,0.0001,1.0,reg_fixed,0.0001,,0.03,40,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,cpu,ok,,0.01,0.0,-1.997,-2.0009,59.493505394028034,43
stochastic,reg_fixed_baseline,fogas_full,1000,0.001,0.0001,1.0,reg_fixed,0.0001,,0.03,40,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,cpu,ok,,0.01,0.0,-1.997,-2.0009,62.07024979800917,105
stochastic,reg_fixed_inner_steps,fogas_full,1000,0.001,0.0001,1.0,reg_fixed,0.0001,,0.03,20,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,cpu,ok,,0.01,0.0,-1.9889000000000003,-2.00315,57.194896867033094,28
stochastic,reg_fixed_inner_steps,fogas_full,1000,0.001,0.0001,1.0,reg_fixed,0.0001,,0.03,2,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,cpu,ok,,0.01,0.0,-2.0099500000000003,-2.00665,48.51895203295862,5
stochastic,zero_start_lambda,fogas_full,1000,0.001,0.0001,1.0,reg_fixed,3e-06,,0.03,40,zero,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,cpu,ok,,0.01,0.0,-2.0775500000000005,-2.0345,55.48889143101405,18
stochastic,reg_fixed_lambda,fogas_full,1000,0.001,0.0001,1.0,reg_fixed,10.0,,0.03,40,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,cpu,ok,,0.01,0.0,-2.0040500000000008,-2.034700000000001,58.58835310296854,31
deterministic,zero_start_inner_steps,fogas_full,1000,0.001,0.0001,0.05,reg_fixed,0.001,,0.3,1,zero,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,adam,False,100,20,42,cpu,ok,,0.0,0.0,-0.2,-0.2,46.681446331960615,2
deterministic,zero_start_inner_steps,fogas_full,1000,0.001,0.0001,0.05,reg_fixed,0.001,,0.3,5,zero,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,adam,False,100,20,42,cpu,ok,,0.0,0.0,-0.2,-0.2,47.88046561804367,4
deterministic,reg_fixed_lambda,fogas_full,1000,0.001,0.0001,0.05,reg_fixed,1e-05,,0.3,40,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,adam,False,100,20,42,cpu,ok,,0.0,0.0,-0.2,-0.2,59.18297329201596,35
deterministic,zero_start_lambda,fogas_full,1000,0.001,0.0001,0.05,reg_fixed,1e-05,,0.3,40,zero,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,adam,False,100,20,42,cpu,ok,,0.0,0.0,-0.2,-0.2,59.42091732699191,39
deterministic,reg_fixed_lambda,fogas_full,1000,0.001,0.0001,0.05,reg_fixed,1e-06,,0.3,40,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,adam,False,100,20,42,cpu,ok,,0.0,0.0,-0.2,-0.2,59.67999852995854,46
deterministic,reg_fixed_lambda,fogas_full,1000,0.001,0.0001,0.05,reg_fixed,3e-06,,0.3,40,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,adam,False,100,20,42,cpu,ok,,0.0,0.0,-0.2,-0.2,61.36316288402304,81
deterministic,projection_dtheta,fogas_full,1000,0.001,0.0001,0.05,projection,,1.0,0.3,40,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,adam,False,100,20,42,cpu,ok,,0.0,0.0,-0.2,-0.2,61.413819014967885,86
deterministic,projection_dtheta,fogas_full,1000,0.001,0.0001,0.05,projection,,3.0,0.3,40,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,adam,False,100,20,42,cpu,ok,,0.0,0.0,-0.2,-0.2,61.82064815599006,97
deterministic,reg_fixed_lambda,fogas_full,1000,0.001,0.0001,0.05,reg_fixed,3e-05,,0.3,40,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,adam,False,100,20,42,cpu,ok,,0.0,0.0,-0.2,-0.2,62.10717367200414,106
deterministic,projection_dtheta,fogas_full,1000,0.001,0.0001,0.05,projection,,0.3,0.3,40,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,adam,False,100,20,42,cpu,ok,,0.0,0.0,-0.2,-0.2,62.47713585203746,112
deterministic,reg_fixed_lambda,fogas_full,1000,0.001,0.0001,0.05,reg_fixed,0.1,,0.3,40,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,adam,False,100,20,42,cpu,ok,,0.0,0.0,-0.2,-0.2,63.015580382954795,119
stochastic,zero_start_inner_steps,fogas_full,1000,0.001,0.0001,1.0,reg_fixed,0.0001,,0.03,160,zero,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,cpu,ok,,0.0,0.0,-2.0024500000000005,-1.9950500000000009,36.21659452596214,134
stochastic,reg_fixed_inner_steps,fogas_full,1000,0.001,0.0001,1.0,reg_fixed,0.0001,,0.03,1,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,cpu,ok,,0.0,0.0,-2.0044500000000003,-1.9966500000000007,47.309212246967945,3
stochastic,reg_fixed_lambda,fogas_full,1000,0.001,0.0001,1.0,reg_fixed,1e-05,,0.03,40,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,cpu,ok,,0.0,0.0,-1.9888000000000006,-2.0004500000000003,61.334841898002196,85
stochastic,reg_fixed_inner_steps,fogas_full,1000,0.001,0.0001,1.0,reg_fixed,0.0001,,0.03,5,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,cpu,ok,,0.0,0.0,-2.0008500000000002,-2.0004500000000003,50.26205631601624,7
stochastic,reg_fixed_inner_steps,fogas_full,1000,0.001,0.0001,1.0,reg_fixed,0.0001,,0.03,160,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,cpu,ok,,0.0,0.0,-2.0140000000000002,-2.0004500000000007,71.08251038799062,129
stochastic,reg_fixed_inner_steps,fogas_full,1000,0.001,0.0001,1.0,reg_fixed,0.0001,,0.03,80,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,cpu,ok,,0.0,0.0,-2.0188,-2.0004500000000007,62.766457960999105,116
stochastic,zero_start_lambda,fogas_full,1000,0.001,0.0001,1.0,reg_fixed,10.0,,0.03,40,zero,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,cpu,ok,,0.0,0.0,-2.0027000000000004,-2.0013500000000004,55.376043481053784,17
stochastic,zero_start_lambda,fogas_full,1000,0.001,0.0001,1.0,reg_fixed,1.0,,0.03,40,zero,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,cpu,ok,,0.0,0.0,-2.002700000000001,-2.0013500000000004,62.70183524704771,115
stochastic,zero_start_lambda,fogas_full,1000,0.001,0.0001,1.0,reg_fixed,3.0,,0.03,40,zero,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,cpu,ok,,0.0,0.0,-2.0036000000000005,-2.0013500000000004,55.78255367203383,20
stochastic,zero_start_lambda,fogas_full,1000,0.001,0.0001,1.0,reg_fixed,0.3,,0.03,40,zero,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,cpu,ok,,0.0,0.0,-2.0182000000000007,-2.0026500000000005,59.45773029199336,42
stochastic,reg_fixed_lambda,fogas_full,1000,0.001,0.0001,1.0,reg_fixed,3e-05,,0.03,40,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,cpu,ok,,0.0,0.0,-1.9961500000000003,-2.00315,61.76653406099649,98
stochastic,zero_start_inner_steps,fogas_full,1000,0.001,0.0001,1.0,reg_fixed,0.0001,,0.03,80,zero,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,cpu,ok,,0.0,0.0,-2.0024500000000005,-2.0097000000000005,25.447943302046042,133
stochastic,zero_start_inner_steps,fogas_full,1000,0.001,0.0001,1.0,reg_fixed,0.0001,,0.03,40,zero,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,cpu,ok,,0.0,0.0,-2.0229000000000004,-2.0097000000000005,21.185936161025893,130
stochastic,reg_fixed_start_zero,fogas_full,1000,0.001,0.0001,1.0,reg_fixed,0.0001,,0.03,40,zero,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,cpu,ok,,0.0,0.0,-2.0229000000000004,-2.0097000000000005,59.625961096957326,44
stochastic,zero_start_lambda,fogas_full,1000,0.001,0.0001,1.0,reg_fixed,0.0001,,0.03,40,zero,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,cpu,ok,,0.0,0.0,-2.0229000000000004,-2.0097000000000005,59.992075100017246,48
stochastic,zero_start_lambda,fogas_full,1000,0.001,0.0001,1.0,reg_fixed,3e-05,,0.03,40,zero,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,cpu,ok,,0.0,0.0,-2.0482000000000005,-2.0097000000000005,54.94491640699562,15
stochastic,zero_start_lambda,fogas_full,1000,0.001,0.0001,1.0,reg_fixed,1e-05,,0.03,40,zero,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,cpu,ok,,0.0,0.0,-2.0521000000000003,-2.0345,57.61081322398968,29
stochastic,zero_start_lambda,fogas_full,1000,0.001,0.0001,1.0,reg_fixed,0.1,,0.03,40,zero,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,cpu,ok,,0.0,0.0,-2.03595,-2.0772500000000007,54.62013239401858,13
