alpha,eta,rho,T,theta_lr,theta_inner_steps,theta_mode,theta_lambda,D_theta,theta_optimizer,theta_start_mode,theta_include_beta_cov,beta_update,policy_optimizer,policy_gradient,reinforce_samples,state_weight_update,intended_prob,dataset_path,num_trajectories,max_steps,seed,device,status,error,elapsed_seconds,solver_success_rate,solver_avg_return,solver_v_x0,solver_v_gap,greedy_success_rate,greedy_avg_return,greedy_v_x0,greedy_v_gap,final_total_loss,final_policy_objective,final_beta_objective,final_q_objective,final_theta_norm,final_policy_grad_norm,final_beta_grad_norm,final_theta_grad_norm,run_idx
0.0005,0.0001,0.1,10000,0.003,10,reg_fixed,1e-08,,adam,warm,False,fogas_full,adam,exact,4,normal,1.0,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/10grid_tabular_new.csv,100,50,42,cuda:5,ok,,81.56570450600702,0.88,-0.9541279647068692,-0.9654559467306412,0.23349287147100056,1.0,-0.82274123760695,-0.8227412376069501,0.0,-1.333755927813755,13.131631106240855,-3.2905104680344683,-1.129068759127215,504.136565536552,0.6977810361382166,0.5405716355239242,0.03113197206658908,1563
0.0005,0.0001,0.1,10000,0.003,10,reg_fixed,1e-07,,adam,warm,False,fogas_full,adam,exact,4,normal,1.0,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/10grid_tabular_new.csv,100,50,42,cuda:6,ok,,80.5851359799999,0.88,-0.9572346401174915,-0.9688271842578664,0.24517834155374296,1.0,-0.82274123760695,-0.8227412376069501,0.0,-1.4252874220905491,13.632554680583366,-3.3643292630528503,-1.222129800572049,420.8961258718347,0.6052839825672659,0.6394315992072358,0.027851219953624537,1562
0.0005,3e-05,1.0,20000,0.03,20,projection,,100.0,adam,warm,False,fogas_full,adam,exact,4,normal,1.0,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/10grid_tabular_new.csv,100,50,42,cuda:2,ok,,292.04613684098877,0.88,-0.9583843104307905,-1.002479554356632,0.16173268094636337,1.0,-0.82274123760695,-0.8227412376069501,0.0,-0.6805165223812513,-2.8226851607110737,0.22878401475498839,-0.6533691786478543,99.99999999999999,0.00825946280440039,0.1487832573552966,0.035641265516957385,1034
0.0005,3e-05,0.5,20000,0.1,10,projection,,100.0,adam,warm,False,fogas_full,adam,exact,4,normal,1.0,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/10grid_tabular_new.csv,100,50,42,cuda:6,ok,,161.25103747700632,0.88,-0.9589466541853315,-1.0014983403127051,0.16655927398750464,1.0,-0.82274123760695,-0.8227412376069501,0.0,-0.6455971235985047,-3.110141121485772,0.26077354295604777,-0.6144191485355639,100.0,0.011132355702835627,0.16340824252287484,0.033350615175216675,683
0.0005,3e-05,0.1,20000,0.1,10,projection,,100.0,adam,warm,False,fogas_full,adam,exact,4,normal,1.0,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/10grid_tabular_new.csv,100,50,42,cuda:6,ok,,164.6517647369983,0.88,-0.9601548058603924,-0.9985625025246634,0.1697750349923871,1.0,-0.82274123760695,-0.8227412376069501,0.0,-0.6982339189357676,-2.8222778068855137,0.33651545320806897,-0.6635129118638832,100.00000000000001,0.061245620839026675,0.33176289038864404,0.03182089908589835,323
0.0005,3e-05,0.5,20000,0.3,10,projection,,100.0,adam,warm,False,fogas_full,adam,exact,4,normal,1.0,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/10grid_tabular_new.csv,100,50,42,cuda:6,ok,,162.90263368500018,0.88,-0.9673098654741995,-1.0064951760933676,0.18390952946986827,1.0,-0.82274123760695,-0.8227412376069501,0.0,-0.6752988554860567,-2.8718474822799442,0.2626196111355742,-0.6447894327379134,100.0,0.032733987046919225,0.2610464816144341,0.03430001117369598,707
0.0005,3e-05,0.1,20000,0.01,10,projection,,1000.0,adam,warm,False,fogas_full,adam,exact,4,normal,1.0,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/10grid_tabular_new.csv,100,50,42,cuda:7,ok,,162.7069213979994,0.88,-0.9738092305903241,-1.0019765809216594,0.23602434820755583,1.0,-0.82274123760695,-0.8227412376069501,0.0,0.1445698581313204,-4.520140815438793,0.1811514064123079,0.24390594604727486,999.9999999999998,1.3022374952260751,1.54033621935089,0.014888444214053746,276
0.0005,3e-05,0.5,10000,0.003,10,reg_fixed,1e-09,,adam,warm,False,fogas_full,adam,exact,4,normal,1.0,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/10grid_tabular_new.csv,100,50,42,cuda:4,ok,,77.51441196700034,0.88,-0.9820168357182001,-1.0170988740296054,0.31919907215915,1.0,-0.82274123760695,-0.8227412376069501,0.0,5.458454704352602,-116.3879088442046,12.219017160629107,5.65441516614827,1405.0146489509423,0.7004094989992813,1.1287465699821386,0.020974672611719394,481
0.0005,3e-05,2.0,20000,0.01,10,projection,,1000.0,adam,warm,False,fogas_full,adam,exact,4,normal,1.0,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/10grid_tabular_new.csv,100,50,42,cuda:7,ok,,165.72791534400312,0.88,-0.9827591722213497,-1.0287721623039991,0.2645821745422129,1.0,-0.82274123760695,-0.8227412376069501,0.0,-0.45163675954879645,-21.2119768064376,2.5385135336868245,-0.3553975813373294,1000.0,0.9528781259851254,1.5266812672297945,0.014558834419337559,1356
0.0005,3e-05,2.0,10000,0.003,20,reg_fixed,1e-08,,adam,warm,False,fogas_full,adam,exact,4,normal,1.0,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/10grid_tabular_new.csv,100,50,42,cuda:1,ok,,131.76155059000303,0.88,-0.987821456431682,-0.9759101137569209,0.24768819171897094,1.0,-0.82274123760695,-0.8227412376069501,0.0,3.844252154038027,-89.21604082213693,7.80438305465844,4.049876340473276,1611.884743374823,1.2544510842015768,1.1320286208203296,0.020969778227909457,1214
