experiment_id,rank,episodes,learning_rate,eta,lambda_entropy,rollout_length,batch_size,scheduler_name,tau,hidden_size,rff_features,init_log_std,gamma,device,seconds,best_eval_return_mean,best_eval_return_std,best_eval_episode,final_eval_return_mean,final_eval_return_std,avg_reward,train_return_mean,train_return_recent_10_mean,last_objective,last_primal_mse,last_dual_mse,tail_objective_mean,tail_policy_grad_norm_mean
164,17,220,0.0001,0.004,0.01,20,10000,inverse_time_tau_5000,5000.0,64,100,-1.5,0.995,cuda:2,862.9301152229309,-838.3604352362136,445.70403986053714,120.0,-994.985290126962,281.4892352795622,-994.985290126962,-1216.3992635796535,-1255.3841079427586,3198.423095703125,3202.348388671875,981.3488159179688,3279.08068359375,8127.645107421875
452,18,330,0.0001,0.004,0.01,20,10000,inverse_time_tau_5000,5000.0,64,100,-1.5,0.995,cuda:2,1563.4837090969086,-838.3604352362136,445.70403986053714,120.0,-906.704978200132,238.94686738418983,-906.704978200132,-1211.2549693547285,-1205.5063354923864,1673.473388671875,1675.7613525390625,571.9899291992188,1683.19888671875,2689.013464355469
393,19,330,0.001,0.04,0.1,20,10000,inverse_time_tau_20000,20000.0,64,100,-1.5,0.995,cuda:3,1313.8583917617798,-839.1107975461686,533.5798428178548,120.0,-868.7085933291903,476.3455802840118,-868.7085933291903,-1275.2877295313906,-1165.5085414505609,,inf,inf,,
105,20,220,0.001,0.04,0.1,20,10000,inverse_time_tau_20000,20000.0,64,100,-1.5,0.995,cuda:3,710.218424320221,-839.1107975461686,533.5798428178548,120.0,-868.7085933291903,476.3455802840118,-868.7085933291903,-1281.9741062213875,-1294.985133422548,,inf,inf,,
488,21,330,0.0001,0.01,0.01,20,10000,inverse_time_tau_5000,5000.0,64,100,-1.5,0.995,cuda:2,1549.0827128887177,-850.8075860655005,120.25151949449364,220.0,-865.1819895897595,229.06108862976097,-865.1819895897595,-1182.6696885698093,-1150.7487036006546,1576.6512451171875,1581.225341796875,457.4070739746094,1587.641953125,2827.094940185547
200,22,220,0.0001,0.01,0.01,20,10000,inverse_time_tau_5000,5000.0,64,100,-1.5,0.995,cuda:2,864.3127436637878,-850.8075860655005,120.25151949449364,220.0,-807.2709913377582,43.58177316241788,-807.2709913377582,-1212.3641748734203,-1150.3717787535163,3214.734130859375,3223.576904296875,884.2885131835938,3294.872165527344,8144.0723046875
272,23,220,0.0001,0.1,0.01,20,10000,inverse_time_tau_5000,5000.0,64,100,-1.5,0.995,cuda:2,855.8233816623688,-855.2058710726644,437.05119204594007,120.0,-1285.6040271986928,144.54342053460942,-1285.6040271986928,-1228.948551433922,-1397.8283335252297,3655.351318359375,3760.9716796875,1056.2034912109375,3747.537824707031,9647.199877929688
560,24,330,0.0001,0.1,0.01,20,10000,inverse_time_tau_5000,5000.0,64,100,-1.5,0.995,cuda:2,1539.5358333587646,-855.2058710726644,437.05119204594007,120.0,-1316.5109231189176,76.49265053910727,-1316.5109231189176,-1278.920633855463,-1326.4436520164868,1635.094482421875,1695.2454833984375,601.5094604492188,1644.5471325683593,2987.5583508300783
374,25,330,0.001,0.04,0.01,1,20000,inverse_time_tau_5000,5000.0,64,100,-1.5,0.995,cuda:2,608.4965839385986,-867.4612600647688,257.142148363771,190.0,-801.372128131395,200.80838891957984,-801.372128131395,-1228.5899967992116,-1132.099401006959,21.28370475769043,49.76533508300781,712.040771484375,28.04759593963623,2.554906916618348
86,26,220,0.001,0.04,0.01,1,20000,inverse_time_tau_5000,5000.0,64,100,-1.5,0.995,cuda:2,405.8257336616516,-867.4612600647688,257.142148363771,190.0,-805.7031131474811,201.4398346855873,-805.7031131474811,-1231.5491913799174,-1278.059788545803,39.08129119873047,39.825801849365234,18.612722396850582,39.37659332275391,1.7676170361042025
350,27,330,0.001,0.01,0.1,1,20000,inverse_time_tau_5000,5000.0,64,100,-1.5,0.995,cuda:2,612.0533726215363,-867.7133486781256,141.71527878427824,310.0,-903.1633350651998,73.4160270885326,-903.1633350651998,-1134.0986182750764,-944.5461438518648,30.59622573852539,30.616987228393555,2.0761098861694336,30.712413082122804,35.49861427307129
84,28,220,0.001,0.04,0.01,1,10000,inverse_time_tau_5000,5000.0,64,100,-1.5,0.995,cuda:0,397.667546749115,-868.7049626336315,256.91449501924666,190.0,-809.7966215285744,201.39357801800875,-809.7966215285744,-1232.0147389322503,-1278.2020486841154,39.46426773071289,39.53251647949219,1.706209421157837,39.46275775909424,1.6250534242391586
372,29,330,0.001,0.04,0.01,1,10000,inverse_time_tau_5000,5000.0,64,100,-1.5,0.995,cuda:0,592.6097211837769,-868.7049626336315,256.91449501924666,190.0,-803.8970781403417,202.9078785177548,-803.8970781403417,-1229.2873097399515,-1135.9857697365112,39.85213851928711,39.91474914550781,1.5652981996536257,39.87884113311768,1.2830578887462616
80,30,220,0.001,0.04,0.001,20,10000,inverse_time_tau_5000,5000.0,64,100,-1.5,0.995,cuda:2,700.8347401618958,-868.7473732051587,355.81618010103017,120.0,-1113.9014087093683,362.6646951864283,-1113.9014087093683,-1330.9897974417722,-1340.8208029226328,,inf,inf,,
368,31,330,0.001,0.04,0.001,20,10000,inverse_time_tau_5000,5000.0,64,100,-1.5,0.995,cuda:2,1294.446276664734,-868.7473732051587,355.81618010103017,120.0,-1113.9014087093683,362.6646951864283,-1113.9014087093683,-1327.689212529636,-1320.0606481534771,,inf,inf,,
495,32,330,0.0001,0.01,0.1,1,20000,inverse_time_tau_20000,20000.0,64,100,-1.5,0.995,cuda:3,1019.7573351860046,-870.5344779421182,257.330605087154,190.0,-819.2738200889237,190.2198572861763,-819.2738200889237,-1234.1805961180626,-1137.200317634151,40.606327056884766,40.63266754150391,2.6341378688812256,40.63302997589111,1.8918473947048189
207,33,220,0.0001,0.01,0.1,1,20000,inverse_time_tau_20000,20000.0,64,100,-1.5,0.995,cuda:3,569.7078449726105,-870.5344779421182,257.330605087154,190.0,-818.115647303275,216.7177807181205,-818.115647303275,-1238.1462582398117,-1268.466917070587,40.31728363037109,40.3886947631836,7.140983581542969,40.31728771209717,2.3359362292289734
205,34,220,0.0001,0.01,0.1,1,10000,inverse_time_tau_20000,20000.0,64,100,-1.5,0.995,cuda:1,413.2713179588318,-870.7411306017493,257.1524850722978,190.0,-818.2674983883388,217.88024999524995,-818.2674983883388,-1238.0084602611696,-1269.4777405381933,40.33187484741211,40.39632415771485,6.444850444793701,40.33188343048096,2.43858166217804
493,35,330,0.0001,0.01,0.1,1,10000,inverse_time_tau_20000,20000.0,64,100,-1.5,0.995,cuda:1,619.1045849323273,-870.7411306017493,257.1524850722978,190.0,-820.8193782308663,190.98804336082063,-820.8193782308663,-1234.1808741521547,-1137.19309000355,40.63336944580078,40.6578483581543,2.4480621814727783,40.66007446289063,2.061519683599472
171,36,220,0.0001,0.004,0.1,1,20000,inverse_time_tau_20000,20000.0,64,100,-1.5,0.995,cuda:3,412.2017185688019,-871.36122136143,257.7615126194611,190.0,-819.0560631425502,219.84338138407043,-819.0560631425502,-1238.5081656949392,-1270.8607321098625,40.36140823364258,40.38481521606445,5.852064609527588,40.36281242370605,2.2409044659137725
459,37,330,0.0001,0.004,0.1,1,20000,inverse_time_tau_20000,20000.0,64,100,-1.5,0.995,cuda:3,912.1628618240356,-871.36122136143,257.7615126194611,190.0,-817.5298950847271,197.7847322825044,-817.5298950847271,-1234.6777935112257,-1137.599232584647,40.62969207763672,40.6386833190918,2.248166799545288,40.65638862609863,1.83815971493721
169,38,220,0.0001,0.004,0.1,1,10000,inverse_time_tau_20000,20000.0,64,100,-1.5,0.995,cuda:1,411.06050276756287,-871.6234869318216,257.58988978663257,190.0,-819.7702025595842,220.35929101260805,-819.7702025595842,-1238.4505066540914,-1271.4383238797668,40.37630462646485,40.40093612670898,6.157537460327148,40.377186393737794,2.347630890607834
457,39,330,0.0001,0.004,0.1,1,10000,inverse_time_tau_20000,20000.0,64,100,-1.5,0.995,cuda:1,633.062052488327,-871.6234869318216,257.58988978663257,190.0,-816.6100988839213,202.89172088586488,-816.6100988839213,-1234.5247254686417,-1137.6680312446233,40.64523696899414,40.65406036376953,2.205728530883789,40.67188438415528,1.992072079181671
529,40,330,0.0001,0.04,0.1,1,10000,inverse_time_tau_20000,20000.0,64,100,-1.5,0.995,cuda:1,622.3447287082672,-872.518347970534,258.27214341002394,190.0,-839.95188368301,182.5218258028716,-839.95188368301,-1235.574754875868,-1138.9446109354565,41.53281784057617,41.66315460205078,3.2583799362182617,41.56292823791504,1.7806513488292697
241,41,220,0.0001,0.04,0.1,1,10000,inverse_time_tau_20000,20000.0,64,100,-1.5,0.995,cuda:1,394.0256063938141,-872.518347970534,258.27214341002394,190.0,-834.6042237837335,200.46054996288763,-834.6042237837335,-1238.5107457177826,-1274.7658780904562,41.42107391357422,41.882118225097656,11.526060104370115,41.41454681396485,2.26998583316803
243,42,220,0.0001,0.04,0.1,1,20000,inverse_time_tau_20000,20000.0,64,100,-1.5,0.995,cuda:3,661.6452672481537,-872.646970228751,258.2732115550138,190.0,-838.8355442431915,193.69098964929495,-838.8355442431915,-1238.840076539308,-1275.1246681382734,41.40436172485352,41.86023712158203,11.396897315979004,41.41488594055176,2.102382373809814
531,43,330,0.0001,0.04,0.1,1,20000,inverse_time_tau_20000,20000.0,64,100,-1.5,0.995,cuda:3,963.3588304519652,-872.646970228751,258.2732115550138,190.0,-840.251622243824,181.7127524541534,-840.251622243824,-1235.866022541324,-1139.157955599234,41.40925979614258,41.53949737548828,3.255953550338745,41.44320983886719,1.6330507332086563
276,44,220,0.0001,0.1,0.1,1,10000,inverse_time_tau_5000,5000.0,64,100,-1.5,0.995,cuda:0,387.30695700645447,-872.6593976014765,258.965491246124,190.0,-844.6123435490674,183.87013170578496,-844.6123435490674,-1239.542577496782,-1277.0569512172224,41.70441818237305,45.15370941162109,34.492916107177734,41.75813663482666,2.5684529042243955
564,45,330,0.0001,0.1,0.1,1,10000,inverse_time_tau_5000,5000.0,64,100,-1.5,0.995,cuda:0,596.0999929904938,-872.6593976014765,258.965491246124,190.0,-840.8888961108493,181.9646133948707,-840.8888961108493,-1236.9342274225432,-1141.166895406914,40.99690628051758,43.65655899047852,26.596525192260746,41.022821006774905,1.9289348006248477
378,46,330,0.001,0.04,0.01,10,20000,inverse_time_tau_5000,5000.0,64,100,-1.5,0.995,cuda:0,1108.7267198562622,-872.7125686672553,318.5511412625071,120.0,-1122.3488613345903,118.98178747097514,-1122.3488613345903,-1240.5678431879228,-1253.979319677818,2131.696533203125,2212.438720703125,2018.5533447265625,2396.336812744141,13224.0119921875
90,47,220,0.001,0.04,0.01,10,20000,inverse_time_tau_5000,5000.0,64,100,-1.5,0.995,cuda:0,658.7309572696686,-872.7125686672553,318.5511412625071,120.0,-1105.942339551164,107.49414062388638,-1105.942339551164,-1238.919824691871,-1206.6573623888362,632.9826049804688,654.2484130859375,531.6451416015625,4927.239020996094,22617.6468359375
279,48,220,0.0001,0.1,0.1,1,20000,inverse_time_tau_20000,20000.0,64,100,-1.5,0.995,cuda:3,587.2853679656982,-872.8403325173529,252.45393324409545,190.0,-838.7111753131827,181.5256772337869,-838.7111753131827,-1238.739086023342,-1270.9621423734172,40.36027908325195,42.79937362670898,24.39093589782715,40.349108123779295,2.378007366657257
567,49,330,0.0001,0.1,0.1,1,20000,inverse_time_tau_20000,20000.0,64,100,-1.5,0.995,cuda:3,683.830748796463,-872.8403325173529,252.45393324409545,190.0,-828.717581928019,181.48937186789465,-828.717581928019,-1235.1805413900186,-1127.7268602428835,41.55046463012695,43.12318801879883,15.727225303649902,41.55200275421143,2.071627790927887
278,50,220,0.0001,0.1,0.1,1,20000,inverse_time_tau_5000,5000.0,64,100,-1.5,0.995,cuda:2,397.9327850341797,-872.8937936013815,259.0434184260176,190.0,-845.1161688010015,184.0220721145296,-845.1161688010015,-1239.6537423612715,-1277.328259666792,41.33527374267578,44.78628540039063,34.51012420654297,41.439146499633786,2.3391165852546694
566,51,330,0.0001,0.1,0.1,1,20000,inverse_time_tau_5000,5000.0,64,100,-1.5,0.995,cuda:2,612.7780554294586,-872.8937936013815,259.0434184260176,190.0,-841.1929274334052,181.97462538008807,-841.1929274334052,-1237.0651833969437,-1141.2583965175231,40.859169006347656,43.50308609008789,26.439165115356445,40.87616436004639,1.782218749523163
204,52,220,0.0001,0.01,0.1,1,10000,inverse_time_tau_5000,5000.0,64,100,-1.5,0.995,cuda:0,400.1654808521271,-874.2432116906159,258.6653209759304,190.0,-825.6870635565234,222.17791974872,-825.6870635565234,-1239.0700024459547,-1275.8319760375225,40.40012741088867,40.5429916381836,14.28633975982666,40.39956310272217,2.2093781244754798
492,53,330,0.0001,0.01,0.1,1,10000,inverse_time_tau_5000,5000.0,64,100,-1.5,0.995,cuda:0,602.9579608440399,-874.2432116906159,258.6653209759304,190.0,-820.9615120131139,220.04370858777145,-820.9615120131139,-1236.4134323528122,-1139.8355406962637,40.80580520629883,40.85519790649414,4.939112186431885,40.83069236755371,1.8791192877292635
494,54,330,0.0001,0.01,0.1,1,20000,inverse_time_tau_5000,5000.0,64,100,-1.5,0.995,cuda:2,655.0669333934784,-874.3368967675281,258.5235689078415,190.0,-820.5392638988296,219.3799163661,-820.5392638988296,-1236.5078626112538,-1139.9565089610574,40.78554916381836,40.83987808227539,5.432801723480225,40.81068496704101,1.7287479913234711
206,55,220,0.0001,0.01,0.1,1,20000,inverse_time_tau_5000,5000.0,64,100,-1.5,0.995,cuda:2,411.4157972335816,-874.3368967675281,258.5235689078415,190.0,-825.3418932903203,222.18742306148988,-825.3418932903203,-1239.226303627207,-1275.826051871251,40.37436294555664,40.52140808105469,14.70455837249756,40.37310192108154,2.09168686747551
16,56,220,0.001,0.004,0.01,10,10000,inverse_time_tau_5000,5000.0,64,100,-1.5,0.995,cuda:4,778.3561000823975,-874.5233890117928,308.8079392553851,40.0,-1128.1696692541325,123.48363071790156,-1128.1696692541325,-1241.1705233287291,-1225.5971233199475,2434.882080078125,2443.5732421875,2172.7607421875,5336.876008911133,24250.38579711914
304,57,330,0.001,0.004,0.01,10,10000,inverse_time_tau_5000,5000.0,64,100,-1.5,0.995,cuda:4,2090.964047431946,-874.5233890117928,308.8079392553851,40.0,-1135.2246638909533,122.14031929987226,-1135.2246638909533,-1246.0799017778452,-1257.7564483754268,800.0128784179688,802.72216796875,677.326416015625,2693.1069622802734,14240.46044921875
565,58,330,0.0001,0.1,0.1,1,10000,inverse_time_tau_20000,20000.0,64,100,-1.5,0.995,cuda:1,613.1446120738983,-874.9716992099857,248.18327958274895,190.0,-828.4608210159835,181.4549819101858,-828.4608210159835,-1235.1294831350983,-1127.6546041582535,41.679779052734375,43.25959396362305,15.798136711120604,41.678195571899415,2.2579392898082733
277,59,220,0.0001,0.1,0.1,1,10000,inverse_time_tau_20000,20000.0,64,100,-1.5,0.995,cuda:1,399.43373584747314,-874.9716992099857,248.18327958274895,190.0,-838.2733408157259,181.4877343232908,-838.2733408157259,-1238.6331629304973,-1270.2488539309584,40.51336669921875,42.960235595703125,24.468700408935547,40.50066848754883,2.5476696264743803
240,60,220,0.0001,0.04,0.1,1,10000,inverse_time_tau_5000,5000.0,64,100,-1.5,0.995,cuda:0,389.5765116214752,-875.2015446454203,258.9579111755152,190.0,-827.6605213439634,221.78922987730544,-827.6605213439634,-1239.5535999299718,-1277.5022526055002,41.50893020629883,42.33603286743164,20.677583694458008,41.50430522918701,2.15931603372097
528,61,330,0.0001,0.04,0.1,1,10000,inverse_time_tau_5000,5000.0,64,100,-1.5,0.995,cuda:0,599.8831417560577,-875.2015446454203,258.9579111755152,190.0,-830.4444973976497,211.5591451113342,-830.4444973976497,-1237.137450673228,-1141.0715987193769,41.93647003173828,42.45792388916016,13.03630256652832,41.95454727172852,1.7772904086112975
530,62,330,0.0001,0.04,0.1,1,20000,inverse_time_tau_5000,5000.0,64,100,-1.5,0.995,cuda:2,616.3481121063232,-875.3785140013351,259.1588338441375,190.0,-833.161424372279,207.2083356962528,-833.161424372279,-1237.2428286906304,-1141.1971633245748,41.81974029541016,42.34119415283203,13.036327362060549,41.85203063964844,1.5721017342805863
242,63,220,0.0001,0.04,0.1,1,20000,inverse_time_tau_5000,5000.0,64,100,-1.5,0.995,cuda:2,394.09194350242615,-875.3785140013351,259.1588338441375,190.0,-828.2394525003695,221.12596805314703,-828.2394525003695,-1239.6755919606646,-1277.708260511708,41.68550109863281,42.50773620605469,20.555837631225582,41.68137561798096,2.045861700773239
458,64,330,0.0001,0.004,0.1,1,20000,inverse_time_tau_5000,5000.0,64,100,-1.5,0.995,cuda:2,634.6960654258728,-875.4374125040856,258.5799015217788,190.0,-822.0486247476956,221.185992986921,-822.0486247476956,-1236.6955041703725,-1140.143609069984,40.81022644042969,40.82730484008789,4.269636154174805,40.83606006622315,1.6381256413459775
170,65,220,0.0001,0.004,0.1,1,20000,inverse_time_tau_5000,5000.0,64,100,-1.5,0.995,cuda:2,411.6700553894043,-875.4374125040856,258.5799015217788,190.0,-826.4454287439345,223.01240479740267,-826.4454287439345,-1239.425224478837,-1276.3302393451188,40.47610855102539,40.52999877929688,13.472844123840332,40.47592178344726,2.011823846101761
456,66,330,0.0001,0.004,0.1,1,10000,inverse_time_tau_5000,5000.0,64,100,-1.5,0.995,cuda:0,617.9569606781006,-875.5329066347588,258.42786278538046,190.0,-822.4683499889057,221.5344883657281,-822.4683499889057,-1236.7039043009256,-1140.1234689557475,40.8350944519043,40.85245132446289,4.33960485458374,40.86060493469238,1.8025883257389068
168,67,220,0.0001,0.004,0.1,1,10000,inverse_time_tau_5000,5000.0,64,100,-1.5,0.995,cuda:0,393.96013855934143,-875.5329066347588,258.42786278538046,190.0,-826.6412799243666,223.0001238635828,-826.6412799243666,-1239.3448067074837,-1276.2817553979755,40.5009994506836,40.553016662597656,13.004683494567873,40.501704368591305,2.127687652111053
