alpha,eta,rho,T,theta_lr,theta_inner_steps,theta_lambda,batch_size,hidden_sizes,beta_reg,theta_mode,theta_optimizer,theta_start_mode,beta_update,policy_optimizer,policy_gradient,nn_seed,seed,device,status,error,elapsed_seconds,greedy_mean_steps,greedy_success_rate,greedy_avg_env_return,solver_mean_steps,solver_success_rate,solver_avg_env_return,final_total_loss,final_policy_objective,final_beta_objective,final_q_objective,final_theta_norm,final_policy_grad_norm,final_beta_grad_norm,final_theta_grad_norm,run_idx
3e-05,1e-08,0.5,20000,0.0001,10,1e-07,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:5,ok,,967.4050091649988,200.0,0.0,-200.0,200.0,0.0,-200.0,-37.04593013570152,-13.593829660390249,-2.8896675313969666,-36.97902303545339,99.7094301338553,2.9373982075810612e-05,38.98125580212604,0.446379965738957,78
3e-05,1e-08,0.1,20000,0.0001,10,1e-05,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:7,ok,,967.5481461570016,200.0,0.0,-200.0,200.0,0.0,-200.0,-37.044680736175316,-13.601940339031223,-2.888418569285018,-36.977800088206166,86.24563909563823,2.8669858445283116e-05,39.003992473773735,0.44554508462667464,56
3e-05,1e-08,0.5,20000,0.001,10,1e-07,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:5,ok,,967.8614213539986,200.0,0.0,-200.0,200.0,0.0,-200.0,-360.1604016482645,-325.32690066665907,-20.019339969147005,-360.1514132216423,916.2206376981773,11.83150579717258,336.0335916965829,0.48519162677099836,94
3e-05,1e-08,0.1,20000,0.0003,10,1e-05,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:7,ok,,967.9293325170001,200.0,0.0,-200.0,200.0,0.0,-200.0,-109.86115872152189,-47.34773006675651,-7.704836477387738,-109.80154113577626,249.67803832139253,0.00012754747131925697,111.0677597210976,0.4406925189398071,64
3e-05,1e-08,0.005,20000,0.0001,10,1e-12,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:0,ok,,967.9784437310009,200.0,0.0,-200.0,200.0,0.0,-200.0,-37.0466033668057,-13.590732916997213,-2.8903407509627614,-36.979686194693784,199.17736057389752,2.9944804044979004e-05,38.98442810998227,0.44639625841861935,7
3e-05,1e-08,0.005,20000,0.001,10,1e-05,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:7,ok,,968.2375564219838,200.0,0.0,-200.0,200.0,0.0,-200.0,-352.1969922890758,-310.9021161981301,-12.057680281157563,-352.19719398325486,876.0945822641878,7.008881305431452,210.2950826669197,0.44185095764102944,24
3e-05,1e-08,0.1,20000,0.0003,10,1e-07,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:5,ok,,968.257740075991,200.0,0.0,-200.0,200.0,0.0,-200.0,-109.8643188009023,-47.29008440674808,-7.707994510776822,-109.80463840339098,257.96326868444163,7.907061030913652e-05,111.05481167368224,0.44315783570120376,62
3e-05,1e-08,0.02,20000,0.001,10,1e-07,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:5,ok,,968.4265521810157,200.0,0.0,-200.0,200.0,0.0,-200.0,-354.96392436833474,-252.24266494721763,-14.808793503471884,-354.93565083521526,836.2163503234814,4.349201485943852,574.0848011764858,0.4319026475099921,46
3e-05,1e-08,0.5,20000,0.0003,10,1e-05,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:7,ok,,968.6373578519851,200.0,0.0,-200.0,200.0,0.0,-200.0,-109.85988501616178,-47.35311429154338,-7.7035627718546085,-109.80027328049455,249.6775187484798,0.00012751098810531592,111.0679067285814,0.4406873994165735,88
3e-05,1e-08,0.02,20000,0.0001,10,1e-07,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:5,ok,,968.6637950799777,200.0,0.0,-200.0,200.0,0.0,-200.0,-37.04650961204693,-13.591817425552389,-2.890247007536165,-36.979595974634655,99.71306293264564,2.9374073304824684e-05,38.98559713293907,0.4463868859085374,31
3e-05,1e-08,0.5,20000,0.0003,10,1e-07,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:5,ok,,968.6747607879806,200.0,0.0,-200.0,200.0,0.0,-200.0,-109.86304588544064,-47.29521263472886,-7.7067215947243985,-109.80337105908401,257.9547873963611,7.90582851460555e-05,111.05230562108791,0.44315271807344075,86
3e-05,1e-08,0.5,20000,0.0001,10,1e-06,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:6,ok,,968.7955196530093,200.0,0.0,-200.0,200.0,0.0,-200.0,-37.04562364677499,-13.59585382625551,-2.8893611362973717,-36.978723144034774,90.87992191939226,2.9294338454611723e-05,38.98281863096985,0.44630178964682005,79
3e-05,1e-08,0.02,20000,0.0001,10,1e-05,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:7,ok,,969.1090086720069,200.0,0.0,-200.0,200.0,0.0,-200.0,-37.04477728479592,-13.601596011439444,-2.888515117872319,-36.9778955181155,86.24584269804902,2.8670403419998814e-05,39.0046401687731,0.445546237252714,32
3e-05,1e-08,0.1,20000,0.0001,10,1e-06,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:6,ok,,969.1283565609774,200.0,0.0,-200.0,200.0,0.0,-200.0,-37.0461066913772,-13.594150979818782,-2.889844180725109,-36.97920065631952,90.88229938325672,2.9296773148604616e-05,38.98623265244228,0.4463075571810482,55
3e-05,1e-08,0.02,20000,0.0003,10,1e-05,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:7,ok,,969.3536377570126,200.0,0.0,-200.0,200.0,0.0,-200.0,-109.86141322703449,-47.346658922128285,-7.705090982816545,-109.80179447752184,249.6781579497281,0.00012735826152097645,111.0677547026202,0.4406935419298765,40
3e-05,1e-08,0.5,20000,0.0003,10,1e-06,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:6,ok,,969.5008989890048,200.0,0.0,-200.0,200.0,0.0,-200.0,-109.86210031991946,-47.313282295042015,-7.70577620403676,-109.80244518199919,252.76013702707277,0.00010790131053971204,111.13565186460222,0.4429260083095795,87
3e-05,1e-08,0.005,20000,0.001,10,1e-06,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:6,ok,,969.735300573986,200.0,0.0,-200.0,200.0,0.0,-200.0,-366.25186986406834,-313.6914767066245,-26.09712954228675,-366.23990757213556,916.0873030737324,53.68650580004865,546.9021590187223,0.5766557445931548,23
3e-05,1e-08,0.005,20000,0.001,10,1e-07,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:5,ok,,970.2237390590017,200.0,0.0,-200.0,200.0,0.0,-200.0,-355.419368777775,-336.0815363353117,-15.28186837769902,-355.4202601953012,945.6548377870237,25.925171135039257,655.2314868282344,0.5184800920173445,22
3e-05,1e-08,0.02,20000,0.001,10,1e-06,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:6,ok,,970.2504955320037,200.0,0.0,-200.0,200.0,0.0,-200.0,-353.8144401511757,-297.8515423503492,-13.659751595060266,-353.80763046770323,933.4421305596508,1.7316600616064435,169.7531549885429,0.4399117144852019,47
3e-05,1e-08,0.02,20000,0.0003,10,1e-06,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:6,ok,,970.5364755989867,200.0,0.0,-200.0,200.0,0.0,-200.0,-109.86362973464854,-47.30704894359667,-7.707305619590823,-109.80396782476981,252.75995133991643,0.0001076961614330741,111.13735933970291,0.44293215687265974,39
3e-05,1e-08,0.5,20000,0.001,10,1e-05,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:7,ok,,970.6655084369995,200.0,0.0,-200.0,200.0,0.0,-200.0,-352.1524071361683,-313.8091433365266,-12.015606155669847,-352.1503812448681,871.993659136612,6.418814519431979,211.8638737816677,0.4601802351363643,96
3e-05,1e-08,0.1,20000,0.001,10,1e-05,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:7,ok,,970.6671070469893,200.0,0.0,-200.0,200.0,0.0,-200.0,-352.89239672094874,-322.5582440319938,-12.749259168366416,-352.88601974089767,873.2634219573453,10.265060376451963,685.8968529797056,0.47798120167930364,72
3e-05,1e-08,0.5,20000,0.001,10,1e-06,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:6,ok,,971.0991100550164,200.0,0.0,-200.0,200.0,0.0,-200.0,-357.78883911987504,-351.0372224704672,-17.63999690591304,-357.78424860316017,921.6544027247803,43.30977168167085,620.6607783782703,0.5726210725598004,95
3e-05,1e-08,0.1,20000,0.001,10,1e-06,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:6,ok,,971.242735790991,200.0,0.0,-200.0,200.0,0.0,-200.0,-354.6867388967878,-307.28301391198914,-14.553218589532294,-354.68643947317736,940.2348874723745,3.2517161373903516,232.66780006955028,1.395440518336191,71
3e-05,1e-08,0.02,20000,0.001,10,1e-05,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:7,ok,,971.7940570719948,200.0,0.0,-200.0,200.0,0.0,-200.0,-355.86069222956536,-320.8368035684466,-15.715479632316228,-355.8583086997694,877.2381286954706,2.1531502393818056,266.2092857327464,0.5392086653643049,48
3e-05,1e-08,0.005,20000,0.0001,10,1e-10,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:2,ok,,973.3484729409975,200.0,0.0,-200.0,200.0,0.0,-200.0,-37.04660316927206,-13.590746221240657,-2.8903405534414564,-36.97968604052238,192.2462387862258,2.994151731925122e-05,38.98443317974276,0.4463962483722131,8
3e-05,1e-08,0.5,20000,0.0001,10,1e-05,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:7,ok,,976.2348778120067,200.0,0.0,-200.0,200.0,0.0,-200.0,-37.04419806506097,-13.60366181311922,-2.887935898347501,-36.97732301011552,86.24462100720375,2.866701510861515e-05,39.000756498981914,0.4455393223607668,80
