Dataset Size,Epsilon,Proportions,Init Mode,Extra Steps,Coverage Ratio,Log Coverage,Convergence,Final Reward,V Optimal Gap,Q Optimal Gap
8000,0.9,80% Eps-Greedy / 20% Random,100/0,0,82.62420157420937,1.9171072757785321,0,-2.9934010000000004,29.216027741387713,26.234883654003156
12000,0.9,80% Eps-Greedy / 20% Random,100/0,0,82.04629473226224,1.9140589727910897,0,-2.9934010000000004,28.39884583810405,25.417701750719495
16000,0.9,80% Eps-Greedy / 20% Random,100/0,0,80.50405181239567,1.9058177391937268,0,-2.9934010000000004,26.381112743576494,23.39996865619193
20000,0.9,80% Eps-Greedy / 20% Random,100/0,0,82.77260192399527,1.9178866072886476,0,-2.9934010000000004,28.39884583810405,25.417701750719495
4000,0.1,60% Eps-Greedy / 40% Random,100/0,0,65.44053454149308,1.8158468381490958,0,-2.9934010000000004,31.88321705043233,28.902072963047768
8000,0.1,60% Eps-Greedy / 40% Random,100/0,0,65.5531178678058,1.8165933526329885,0,-2.9934010000000004,32.861147293024885,29.88000320564032
12000,0.1,60% Eps-Greedy / 40% Random,100/0,0,65.6018414060335,1.8169160299435787,0,-2.9934010000000004,29.867964758744492,26.88682067135993
16000,0.1,60% Eps-Greedy / 40% Random,100/0,0,65.53811738489165,1.816493961899941,0,-2.9934010000000004,31.67174107894545,28.69059699156089
20000,0.1,60% Eps-Greedy / 40% Random,100/0,0,65.59416319732452,1.8168651960224225,0,-2.9934010000000004,31.67174107894545,28.69059699156089
4000,0.3,60% Eps-Greedy / 40% Random,100/0,0,65.63612983597385,1.8171429654274807,0,-2.9934010000000004,28.994571445597842,26.013427358213285
