Dataset Size,Epsilon,Proportions,Init Mode,Extra Steps,Coverage Ratio,Log Coverage,Convergence,Final Reward,V Optimal Gap,Q Optimal Gap
16000,0.1,60% Eps-Greedy / 40% Random,100/0,0,70.3063798979205,1.8469947365239945,0,0.35722348913294194,6.925060666772261,6.580094090254758
20000,0.1,60% Eps-Greedy / 40% Random,100/0,0,72.0551728088591,1.857665164077185,0,0.34951526425190915,6.877553273199359,6.540294921562889
4000,0.3,60% Eps-Greedy / 40% Random,100/0,0,67.90844059213792,1.8319237577086043,0,0.3672011359300266,7.383766164782039,7.028821941467452
8000,0.3,60% Eps-Greedy / 40% Random,100/0,0,67.67109232873038,1.8304031868057868,0,0.40105740652397365,7.172804484747359,6.7840039908388245
12000,0.3,60% Eps-Greedy / 40% Random,100/0,0,67.71799662258545,1.830704101406388,0,0.37341590322129353,7.360606143409939,6.999447152804085
16000,0.3,60% Eps-Greedy / 40% Random,100/0,0,67.76764225000807,1.8310223760690707,0,0.34800010492767686,6.908446114514728,6.572702922202491
20000,0.3,60% Eps-Greedy / 40% Random,100/0,0,67.78584676384168,1.8311390255188003,0,0.3555873522287596,7.040259202988576,6.696928763375257
4000,0.5,60% Eps-Greedy / 40% Random,100/0,0,67.8492501736047,1.8315450524782133,0,0.3613779482506464,6.664283145658121,6.315162110022914
8000,0.5,60% Eps-Greedy / 40% Random,100/0,0,67.55975031820871,1.8296880358719645,0,0.34171980327585777,6.379214937847995,6.049752047187577
12000,0.5,60% Eps-Greedy / 40% Random,100/0,0,68.79054582891865,1.837528755438073,0,0.3334210072682705,6.755022676569713,6.4338585819168825
16000,0.5,60% Eps-Greedy / 40% Random,100/0,0,68.15915148671384,1.8335241752602318,0,0.3089397169137212,5.945535841620492,5.64885303732221
20000,0.5,60% Eps-Greedy / 40% Random,100/0,0,68.00151088451699,1.8325185621403386,0,0.3352092542997295,6.20678961923827,5.883837277553982
4000,0.7,60% Eps-Greedy / 40% Random,100/0,0,75.21746552547833,1.8763186956532054,0,0.27382706968128967,6.0418747852986066,5.7803046282327575
