Dataset Size,Epsilon,Proportions,Init Mode,Extra Steps,Coverage Ratio,Log Coverage,Convergence,Final Reward,V Optimal Gap,Q Optimal Gap
4000,0.5,20% Eps-Greedy / 80% Random,100/0,3,6.305647959520938,0.7997297206926914,0,0.24489220496583955,6.869286646285321,6.636651353934921
8000,0.5,20% Eps-Greedy / 80% Random,100/0,3,7.310992233800892,0.8639763225695203,0,0.16773175093681345,6.852693307628177,6.697218469306804
12000,0.5,20% Eps-Greedy / 80% Random,100/0,3,5.4732144166436,0.7382424622373531,0,0.17530450749257728,5.4674315466923975,5.30438395181526
16000,0.5,20% Eps-Greedy / 80% Random,100/0,3,5.293068173119299,0.7237074876090384,0,0.17095679367978886,6.234211135745721,6.0755112546813725
20000,0.5,20% Eps-Greedy / 80% Random,100/0,3,5.1902675926746635,0.7151897491829764,0,0.15447685189823523,5.344032688241175,5.201812748958379
4000,0.7,20% Eps-Greedy / 80% Random,100/0,3,131.15729940788844,2.11779246575635,0,0.17905306956396802,6.596261370929794,6.429465213981265
8000,0.7,20% Eps-Greedy / 80% Random,100/0,3,82.6218066490485,1.917094687241076,0,0.13590327353687304,6.070725863736262,5.9470795028148284
12000,0.7,20% Eps-Greedy / 80% Random,100/0,3,25.890062990321177,1.413133107071242,0,0.14276101620858775,5.449883994563084,5.3193798909699375
16000,0.7,20% Eps-Greedy / 80% Random,100/0,3,56.27329440916406,1.7503023408131402,0,0.15268313139281298,4.4801063322302195,4.339680113452847
20000,0.7,20% Eps-Greedy / 80% Random,100/0,3,52.426828604628255,1.7195535872356127,0,0.17200338861068465,5.626946213829247,5.467199737834003
4000,0.9,20% Eps-Greedy / 80% Random,100/0,3,169.45872498455077,2.2290639344309664,0,0.12819103826820918,3.294210738876316,3.1782766132235465
8000,0.9,20% Eps-Greedy / 80% Random,100/0,3,157.90535845022373,2.19839686785426,0,0.133864400309118,5.523898813107121,5.402291325413444
12000,0.9,20% Eps-Greedy / 80% Random,100/0,3,175.12650680979877,2.2433518850325354,0,0.12016088433408705,4.1496306849826805,4.041726713264034
16000,0.9,20% Eps-Greedy / 80% Random,100/0,3,161.83310735333924,2.2090673730860524,0,0.1582075127187507,4.436665730074258,4.2907151299709465
20000,0.9,20% Eps-Greedy / 80% Random,100/0,3,162.7428926902627,2.211502031140079,0,0.14876945450695367,5.017279110143469,4.880766568251955
4000,0.1,0% Eps-Greedy / 100% Random,100/0,3,199.08340683929256,2.2990350640533284,0,0.12203281742231509,5.398160971669625,5.28838506686275
8000,0.1,0% Eps-Greedy / 100% Random,100/0,3,185.75644023466697,2.268943879820994,0,0.1448083864748287,4.363211704614134,4.230660230754745
12000,0.1,0% Eps-Greedy / 100% Random,100/0,3,183.46756080205483,2.2635592870618564,0,0.12208428548484385,3.574123610732038,3.464296237862634
16000,0.1,0% Eps-Greedy / 100% Random,100/0,3,183.20712870250605,2.2629423683270713,0,0.11380984997981732,4.441688652683163,4.340135715318786
20000,0.1,0% Eps-Greedy / 100% Random,100/0,3,170.4088557515902,2.2314921602905,0,0.11873000125719757,4.899472077120071,4.792998988478313
4000,0.3,0% Eps-Greedy / 100% Random,100/0,3,222.26351965571556,2.3468681873398767,0,0.13131727739483876,4.739165776662673,4.620105411883275
8000,0.3,0% Eps-Greedy / 100% Random,100/0,3,158.6335036893009,2.2003949164666783,0,0.13014821527181963,6.0061477062100375,5.888256403553658
12000,0.3,0% Eps-Greedy / 100% Random,100/0,3,191.67381184680391,2.2825627798193584,0,0.1239044468527164,4.641334910302545,4.529687376065269
16000,0.3,0% Eps-Greedy / 100% Random,100/0,3,175.78934609828525,2.2449925506528117,0,0.12927102644348168,3.002868341171544,2.8858542273435024
20000,0.3,0% Eps-Greedy / 100% Random,100/0,3,188.2155150376542,2.2746554204595366,0,0.12317765035797223,4.347924939454314,4.237004201711782
4000,0.5,0% Eps-Greedy / 100% Random,100/0,3,222.15813860377804,2.34666222793461,0,0.12095627873524326,4.769447535277944,4.660748169158141
8000,0.5,0% Eps-Greedy / 100% Random,100/0,3,184.27106718905827,2.2654571510273,0,0.11283157610737257,2.9318060681820883,2.831231404690156
12000,0.5,0% Eps-Greedy / 100% Random,100/0,3,174.55710808851214,2.241937538287776,0,0.12250291224950069,5.411100873526242,5.300854873892181
16000,0.5,0% Eps-Greedy / 100% Random,100/0,3,177.2805660074401,2.2486611296317944,0,0.12349154450104055,2.8231280503701948,2.7118934184845944
20000,0.5,0% Eps-Greedy / 100% Random,100/0,3,169.17818103706333,2.228344351219376,0,0.12789091612094605,4.2318720598033694,4.116238056297863
4000,0.7,0% Eps-Greedy / 100% Random,100/0,3,185.45858120433417,2.2682469330190096,0,0.12746843547345324,5.882052035991203,5.766840513133191
8000,0.7,0% Eps-Greedy / 100% Random,100/0,3,192.85985106466356,2.28524182704317,0,0.11378452590206245,5.1002475526053095,4.998719939318687
12000,0.7,0% Eps-Greedy / 100% Random,100/0,3,192.79501514504912,2.2850958007131528,0,0.12074708421655611,2.330904435649368,2.2224142640482523
16000,0.7,0% Eps-Greedy / 100% Random,100/0,3,193.10815101848075,2.2858006055641553,0,0.11610373217155005,2.3456706077805327,2.2418237882244227
20000,0.7,0% Eps-Greedy / 100% Random,100/0,3,161.01786288731998,2.2068740581626938,0,0.1230344524239591,4.853223220883483,4.742445681074964
4000,0.9,0% Eps-Greedy / 100% Random,100/0,3,213.78142193522802,2.329969961389208,0,0.11777449082206938,4.806222687881945,4.700705109675317
8000,0.9,0% Eps-Greedy / 100% Random,100/0,3,182.67269489815203,2.2616736357964853,0,0.11284391213483287,6.144542030100098,6.043955030580705
12000,0.9,0% Eps-Greedy / 100% Random,100/0,3,175.5819923922252,2.2444799728131706,0,0.12584835907956926,3.9356685702630116,3.8220771237988824
16000,0.9,0% Eps-Greedy / 100% Random,100/0,3,188.27347491454063,2.2747891383401346,0,0.13295326978284375,3.537451319047952,3.416754961880548
20000,0.9,0% Eps-Greedy / 100% Random,100/0,3,186.56420238198277,2.270828315726598,0,0.12026246803422624,3.5512479478402987,3.4432423924215128
4000,0.1,100% Eps-Greedy,20/80,0,68.263834729153,1.8341906811728104,0,0.449274679946208,8.006950730633246,7.5699329633024774
8000,0.1,100% Eps-Greedy,20/80,0,68.81577476144416,1.8376880037379462,0,0.4034159962441398,7.3007761301065495,6.909617046477849
12000,0.1,100% Eps-Greedy,20/80,0,68.83802993264331,1.8378284328114658,0,0.3745654866319608,6.693898721210427,6.331590147193905
16000,0.1,100% Eps-Greedy,20/80,0,68.84369874498628,1.837864195493189,0,0.3974353745690783,7.006341957989736,6.621163496036097
20000,0.1,100% Eps-Greedy,20/80,0,68.81669988999028,1.8376938421597817,0,0.37182109361293575,6.707002822904128,6.347438641906631
4000,0.3,100% Eps-Greedy,20/80,0,67.40121185098592,1.8286677050733717,0,0.36799907852998776,7.16583290407689,6.810090738162343
8000,0.3,100% Eps-Greedy,20/80,0,67.1635742869036,1.8271338002083213,0,0.3458249178348111,6.656716697267223,6.323148692047852
12000,0.3,100% Eps-Greedy,20/80,0,67.03793140747351,1.826320604784212,0,0.3416135247299149,6.687688741788267,6.358332129673792
16000,0.3,100% Eps-Greedy,20/80,0,67.18547561883378,1.8272753959649648,0,0.37678841892161563,7.239786067215336,6.875254560909159
20000,0.3,100% Eps-Greedy,20/80,0,66.9595930341701,1.8258128054459062,0,0.3450279082367085,6.504090197269143,6.171319201647874
4000,0.5,100% Eps-Greedy,20/80,0,66.78662476107068,1.8246894957976925,0,0.38427590775242354,6.336634655386959,5.964615660249976
8000,0.5,100% Eps-Greedy,20/80,0,67.03363987279,1.8262928018754403,0,0.35522414593424395,6.361533763533155,6.018566530214352
12000,0.5,100% Eps-Greedy,20/80,0,67.13683274697924,1.8269608490812663,0,0.3559733761554169,6.127977124941522,5.784260661401544
16000,0.5,100% Eps-Greedy,20/80,0,67.00643198780085,1.8261164928909208,0,0.37969100752919005,6.26331403851327,5.895879943599519
20000,0.5,100% Eps-Greedy,20/80,0,66.92388650257737,1.8255811540119886,0,0.3617181742486527,6.1602456012328375,5.810784339599626
4000,0.7,100% Eps-Greedy,20/80,0,67.43635549239185,1.8288940913866656,0,0.4232812065692385,6.824586948043372,6.413562654089573
8000,0.7,100% Eps-Greedy,20/80,0,67.09895507732979,1.82671575701425,0,0.3643272851362787,5.586465736259804,5.234395363738965
12000,0.7,100% Eps-Greedy,20/80,0,67.1488062879164,1.8270382965702012,0,0.3154786626023262,5.9172547537376445,5.614033003750759
16000,0.7,100% Eps-Greedy,20/80,0,67.19927328000175,1.8273645764438298,0,0.3984941260508447,6.060151454055678,5.673914240620273
20000,0.7,100% Eps-Greedy,20/80,0,67.3487386233287,1.828329466219986,0,0.3591171724704847,5.693516626275014,5.346656366419969
4000,0.9,100% Eps-Greedy,20/80,0,68.72011085697378,1.8370838514130166,0,0.29883967845752674,4.842249313478522,4.555666547636436
8000,0.9,100% Eps-Greedy,20/80,0,68.32292087761928,1.8345664246293776,0,0.38254700955094567,6.064912583116067,5.694622486180561
12000,0.9,100% Eps-Greedy,20/80,0,68.40461481162089,1.8350854017144986,0,0.3037746493756205,4.848090458992361,4.55657272223218
16000,0.9,100% Eps-Greedy,20/80,0,68.39941417203367,1.8350523820864517,0,0.3354891907795251,4.836792663476006,4.513560385311921
20000,0.9,100% Eps-Greedy,20/80,0,68.41092901568312,1.8351254881536132,0,0.3352942608934922,5.105010895655921,4.781973547377869
4000,0.1,80% Eps-Greedy / 20% Random,20/80,0,67.35254415369542,1.8283540052712164,0,0.44692328971940193,8.077287601382988,7.642621224279024
8000,0.1,80% Eps-Greedy / 20% Random,20/80,0,68.23202415115252,1.8339882551233286,0,0.46602297518480645,8.683518932157542,8.229752869588175
12000,0.1,80% Eps-Greedy / 20% Random,20/80,0,68.21232005987713,1.8338628211491939,0,0.4265143993119434,8.201194348897458,7.786936862200955
16000,0.1,80% Eps-Greedy / 20% Random,20/80,0,67.56416551123027,1.8297164171389626,0,0.42749114094356333,7.773649927387871,7.358415699059748
20000,0.1,80% Eps-Greedy / 20% Random,20/80,0,67.36961466412235,1.8284640633134333,0,0.38933000316651273,7.2163198591309134,6.839246768579841
4000,0.3,80% Eps-Greedy / 20% Random,20/80,0,67.27596927041841,1.8278599635262684,0,0.3866674607385504,7.2032462181112065,6.828835669988097
8000,0.3,80% Eps-Greedy / 20% Random,20/80,0,67.2242052715763,1.8275256766713275,0,0.41677163849622245,6.937768780462272,6.533254054581489
12000,0.3,80% Eps-Greedy / 20% Random,20/80,0,67.01737756411947,1.8261874295912413,0,0.40654760313553223,6.685657831365303,6.29136714084521
16000,0.3,80% Eps-Greedy / 20% Random,20/80,0,67.09312822763096,1.8266780413963037,0,0.41374673904032405,7.102295884177506,6.700806057752622
20000,0.3,80% Eps-Greedy / 20% Random,20/80,0,67.09092013103475,1.8266637481300168,0,0.3956511902954156,6.734151774126784,6.350757496446808
4000,0.5,80% Eps-Greedy / 20% Random,20/80,0,67.08887616671798,1.8266505168918046,0,0.3660526031976001,6.2022100552795525,5.848414364697392
8000,0.5,80% Eps-Greedy / 20% Random,20/80,0,67.08492897911209,1.8266249643363723,0,0.39890829108116327,5.966916974874611,5.580265596408887
12000,0.5,80% Eps-Greedy / 20% Random,20/80,0,67.25554503240495,1.8277280965212706,0,0.4070942432711635,6.451097083491753,6.056259752836029
16000,0.5,80% Eps-Greedy / 20% Random,20/80,0,66.99737390689825,1.8260577800128446,0,0.40045421394080183,6.514217575987229,6.126020274661867
20000,0.5,80% Eps-Greedy / 20% Random,20/80,0,67.08689774981923,1.8266377095791726,0,0.4020814131012481,6.235749710460039,5.845925209974231
4000,0.7,80% Eps-Greedy / 20% Random,20/80,0,67.41051806030887,1.8287276647722122,0,0.3675579463173847,6.249031534508395,5.89373050080645
8000,0.7,80% Eps-Greedy / 20% Random,20/80,0,67.39619224087352,1.8286353604004335,0,0.3907922866605075,5.73771513186694,5.359179757821874
12000,0.7,80% Eps-Greedy / 20% Random,20/80,0,67.26671613217526,1.827800226545791,0,0.35279912708477523,5.351476208497642,5.010933994028306
16000,0.7,80% Eps-Greedy / 20% Random,20/80,0,67.54104829419785,1.8295677969694022,0,0.4002342580499433,5.948177892016733,5.56020054658223
20000,0.7,80% Eps-Greedy / 20% Random,20/80,0,67.5212656368663,1.829440574227131,0,0.402692234488052,6.159783201495196,5.769347879622584
4000,0.9,80% Eps-Greedy / 20% Random,20/80,0,68.92061018079809,1.8383491137699042,0,0.3005517420755399,5.004461005242778,4.7161661757826785
8000,0.9,80% Eps-Greedy / 20% Random,20/80,0,68.79359135119358,1.837547982269681,0,0.3204796496705229,5.199387231652349,4.891164494597264
12000,0.9,80% Eps-Greedy / 20% Random,20/80,0,68.87700373935193,1.8380742463467477,0,0.3802378851935253,5.014745508990806,4.6467645364127215
16000,0.9,80% Eps-Greedy / 20% Random,20/80,0,68.58972199109755,1.8362590425730672,0,0.32188182253097547,4.979040973667502,4.6694160637519655
20000,0.9,80% Eps-Greedy / 20% Random,20/80,0,68.7317034881137,1.8371571078595863,0,0.35765373235414816,5.124854209366088,4.77945738962738
4000,0.1,60% Eps-Greedy / 40% Random,20/80,0,67.99003976495425,1.8324452951775696,0,0.3981027199531687,7.763387731292189,7.37754192395446
8000,0.1,60% Eps-Greedy / 40% Random,20/80,0,67.72031725129024,1.8307189839933358,0,0.42752061842240535,7.744782658323739,7.329518952516775
12000,0.1,60% Eps-Greedy / 40% Random,20/80,0,67.15303131312794,1.8270656216637167,0,0.4249833465084912,7.051851403845397,6.639124969952344
16000,0.1,60% Eps-Greedy / 40% Random,20/80,0,67.59298787886259,1.829901644410977,0,0.40025627423814064,7.355274043225158,6.967274681602458
20000,0.1,60% Eps-Greedy / 40% Random,20/80,0,67.61563868477812,1.8300471546548396,0,0.42394561564168465,7.467999762450312,7.056311059424067
4000,0.3,60% Eps-Greedy / 40% Random,20/80,0,68.21814139084758,1.8338998828419046,0,0.4695825532617629,7.652579339245265,7.1952536985989415
8000,0.3,60% Eps-Greedy / 40% Random,20/80,0,67.54118188158442,1.8295686559464086,0,0.45209733049716955,6.9104874441684245,6.470647026286695
12000,0.3,60% Eps-Greedy / 40% Random,20/80,0,67.2550988039822,1.8277252150460779,0,0.4476469956517997,6.713668295365541,6.278278212329181
16000,0.3,60% Eps-Greedy / 40% Random,20/80,0,67.28413370399194,1.8279126651573585,0,0.40479089541126745,6.629782106575258,6.23724812377943
20000,0.3,60% Eps-Greedy / 40% Random,20/80,0,67.42599702811799,1.8288273770842691,0,0.3949787804992818,6.67450191534698,6.2917800474631385
4000,0.5,60% Eps-Greedy / 40% Random,20/80,0,67.43120447196733,1.8288609172156756,0,0.3535154879443942,6.294069294568946,5.952810719239992
8000,0.5,60% Eps-Greedy / 40% Random,20/80,0,66.91990074185834,1.8255552881287433,0,0.39285956406021844,6.27778566275993,5.897183011315153
12000,0.5,60% Eps-Greedy / 40% Random,20/80,0,67.4778550874897,1.829161269256857,0,0.4593266959318685,6.464772925911184,6.017703142594756
16000,0.5,60% Eps-Greedy / 40% Random,20/80,0,67.32740795185113,1.8281918948202833,0,0.34561839335263195,5.9488021771924835,5.615440696455291
20000,0.5,60% Eps-Greedy / 40% Random,20/80,0,67.16970674462435,1.8271734522220298,0,0.39412739548517595,6.170102727621234,5.788232244751498
4000,0.7,60% Eps-Greedy / 40% Random,20/80,0,67.55560820289503,1.8296614082872933,0,0.3823547333425534,6.3196661099065805,5.949568289179467
8000,0.7,60% Eps-Greedy / 40% Random,20/80,0,67.62446951945812,1.8301038713024156,0,0.377643459830443,5.738637632839687,5.373251085624684
12000,0.7,60% Eps-Greedy / 40% Random,20/80,0,67.91384859655818,1.831958342112874,0,0.38236661349955003,5.784599473215165,5.414489772331054
16000,0.7,60% Eps-Greedy / 40% Random,20/80,0,67.72567629333977,1.830753350493676,0,0.3902672689731539,5.56902687724471,5.191016520886995
20000,0.7,60% Eps-Greedy / 40% Random,20/80,0,67.54552958871895,1.8295966111049515,0,0.37230377832836925,5.847754537004996,5.487707671292068
4000,0.9,60% Eps-Greedy / 40% Random,20/80,0,68.95277577255946,1.838551753883019,0,0.41024487583386504,6.437850466451905,6.03986250323348
8000,0.9,60% Eps-Greedy / 40% Random,20/80,0,68.89121782969464,1.8381638620934375,0,0.3277495303125056,5.1059380349815555,4.79044541728449
12000,0.9,60% Eps-Greedy / 40% Random,20/80,0,68.59938509285946,1.8363202228208202,0,0.3572656587999609,5.373559170098516,5.028550423913995
16000,0.9,60% Eps-Greedy / 40% Random,20/80,0,69.4123802435307,1.8414369371974442,0,0.3489684039052144,5.159575157981755,4.822863666691981
20000,0.9,60% Eps-Greedy / 40% Random,20/80,0,68.88878005298453,1.8381484939269446,0,0.3396107973683224,4.881750554343904,4.554396669591021
4000,0.1,40% Eps-Greedy / 60% Random,20/80,0,70.16523168659958,1.846121963595054,0,0.38753397832936914,7.075214237770236,6.699937172056307
8000,0.1,40% Eps-Greedy / 60% Random,20/80,0,67.9685525628507,1.8323080214205671,0,0.4020285220146855,6.65052953775494,6.2607579283556944
12000,0.1,40% Eps-Greedy / 60% Random,20/80,0,68.21701027856734,1.8338926818263932,0,0.4139738332470544,7.015532738630153,6.613815817998538
16000,0.1,40% Eps-Greedy / 60% Random,20/80,0,68.0363932523156,1.8327412827163252,0,0.4052047031709212,6.823957389146435,6.431009598590954
20000,0.1,40% Eps-Greedy / 60% Random,20/80,0,67.86384956851315,1.8316384913088695,0,0.4063721533740141,6.887522933682352,6.493407692923778
4000,0.3,40% Eps-Greedy / 60% Random,20/80,0,67.46588138099466,1.829084198400388,0,0.3627025085005328,6.256924526082651,5.906478930197558
8000,0.3,40% Eps-Greedy / 60% Random,20/80,0,67.90810190173319,1.8319215916782938,0,0.41523761768363665,6.827110834915167,6.42413012984697
12000,0.3,40% Eps-Greedy / 60% Random,20/80,0,67.61972974594097,1.8300734306994768,0,0.34190272434954194,6.11992481522299,5.790279003488887
16000,0.3,40% Eps-Greedy / 60% Random,20/80,0,67.8875779767694,1.8317903146386323,0,0.42880763136126576,6.099236240383295,5.68268552163747
20000,0.3,40% Eps-Greedy / 60% Random,20/80,0,67.60989011709071,1.8300102300999999,0,0.38576559287033796,6.7946297894764776,6.42112110922158
4000,0.5,40% Eps-Greedy / 60% Random,20/80,0,67.74284024621723,1.8308634013047815,0,0.3786012619929202,6.484857660875818,6.118513311498338
8000,0.5,40% Eps-Greedy / 60% Random,20/80,0,68.0127569764908,1.8325903798367487,0,0.3817347945449369,5.831893362129491,5.462415480199994
12000,0.5,40% Eps-Greedy / 60% Random,20/80,0,67.71455163215026,1.8306820071556957,0,0.38271848813072445,5.6554897998462605,5.285028224330977
16000,0.5,40% Eps-Greedy / 60% Random,20/80,0,67.96771091230737,1.8323026435445344,0,0.4106678082617603,5.987964470367924,5.589553574721604
20000,0.5,40% Eps-Greedy / 60% Random,20/80,0,67.89473697345949,1.8318361101866385,0,0.37968267677618417,5.83865752198774,5.471231757826995
4000,0.7,40% Eps-Greedy / 60% Random,20/80,0,69.5375779430189,1.8422195597395232,0,0.31061826846699786,5.369832123123645,5.071470767272087
8000,0.7,40% Eps-Greedy / 60% Random,20/80,0,68.17166131199674,1.833603877683971,0,0.3891333664719623,5.287280476344493,4.91040402248797
12000,0.7,40% Eps-Greedy / 60% Random,20/80,0,68.24436141817779,1.8340667743042565,0,0.3412846618444069,5.003848219498736,4.674820470269769
16000,0.7,40% Eps-Greedy / 60% Random,20/80,0,68.23834967372049,1.834028514990308,0,0.3666973377612625,5.029154799642652,4.67471437449683
20000,0.7,40% Eps-Greedy / 60% Random,20/80,0,68.1180948505014,1.833262492968121,0,0.40341340245318447,5.941717171472747,5.550560681635002
4000,0.9,40% Eps-Greedy / 60% Random,20/80,0,69.90329428776856,1.844497642945789,0,0.323735984392046,4.929533655288152,4.6180545835115465
8000,0.9,40% Eps-Greedy / 60% Random,20/80,0,69.53429818091044,1.8421990756182813,0,0.35987179689013715,4.802079447599434,4.454464563324737
12000,0.9,40% Eps-Greedy / 60% Random,20/80,0,69.3566076101235,1.8410878426539328,0,0.34612654913093865,5.054041249192854,4.720171612677355
16000,0.9,40% Eps-Greedy / 60% Random,20/80,0,69.4173047788383,1.8414677475894807,0,0.3602026422537716,4.8881172891769875,4.540171559538655
20000,0.9,40% Eps-Greedy / 60% Random,20/80,0,69.80358857197099,1.8438777500865335,0,0.37956496982291943,4.708889418516968,4.341581361309489
4000,0.1,20% Eps-Greedy / 80% Random,20/80,0,68.53672146494921,1.835923325601048,0,0.4222500028918451,7.296706962328317,6.886713872051911
8000,0.1,20% Eps-Greedy / 80% Random,20/80,0,68.08072280778062,1.8330241579720103,0,0.3162957918069554,5.87966321045661,5.575624331265096
12000,0.1,20% Eps-Greedy / 80% Random,20/80,0,68.31939945305011,1.8345440401257265,0,0.3767191464057461,5.737351397207555,5.372889163417248
16000,0.1,20% Eps-Greedy / 80% Random,20/80,0,68.1696595546672,1.8335911250986672,0,0.36109908755301473,5.819098343414328,5.470256168476754
20000,0.1,20% Eps-Greedy / 80% Random,20/80,0,68.2169253781102,1.8338921413186395,0,0.38011411047662474,6.065260141758635,5.697402943897449
4000,0.3,20% Eps-Greedy / 80% Random,20/80,0,68.82214347888018,1.8377281946806254,0,0.31890036356433626,5.81331397840553,5.5066705274566345
8000,0.3,20% Eps-Greedy / 80% Random,20/80,0,68.13992153990337,1.833401629161318,0,0.37526603289746574,5.587887025276844,5.224877904994818
12000,0.3,20% Eps-Greedy / 80% Random,20/80,0,68.31144688089336,1.8344934840719336,0,0.3591253553697576,5.84467881574867,5.497810372994353
16000,0.3,20% Eps-Greedy / 80% Random,20/80,0,68.46816644887302,1.8354886977840859,0,0.3568982627244407,6.105882235955104,5.761240885846103
20000,0.3,20% Eps-Greedy / 80% Random,20/80,0,68.18487958530514,1.8336880778717777,0,0.3448931534645025,5.283046912456243,4.95041067160718
4000,0.5,20% Eps-Greedy / 80% Random,20/80,0,69.2592696849243,1.8404779077522861,0,0.29607243776239733,4.588825997780285,4.305010472633327
8000,0.5,20% Eps-Greedy / 80% Random,20/80,0,68.04270041109368,1.8327815411304875,0,0.28173859734454965,5.369494880612316,5.100013195883207
12000,0.5,20% Eps-Greedy / 80% Random,20/80,0,68.70109303759081,1.836963646759957,0,0.36711558163939506,5.563149063149632,5.208290394125678
16000,0.5,20% Eps-Greedy / 80% Random,20/80,0,68.56117370753816,1.8360782437217937,0,0.39039475767795295,5.424355616607426,5.046217771544914
20000,0.5,20% Eps-Greedy / 80% Random,20/80,0,68.31589105405665,1.8345217372738374,0,0.37947156379660774,5.573856249744228,5.20664159856306
4000,0.7,20% Eps-Greedy / 80% Random,20/80,0,70.33159729699113,1.8471504807632126,0,0.3238904407311548,4.7764767610255285,4.464843232909813
8000,0.7,20% Eps-Greedy / 80% Random,20/80,0,68.82989773829215,1.8377771243157786,0,0.342245560644894,5.196179238170032,4.866190590140578
12000,0.7,20% Eps-Greedy / 80% Random,20/80,0,69.09535627383102,1.8394488605085062,0,0.3464237845379731,5.147283971496732,4.8131170995742
16000,0.7,20% Eps-Greedy / 80% Random,20/80,0,68.6253287264181,1.8364844378039042,0,0.3634771424918728,5.248317981240973,4.897097751364541
20000,0.7,20% Eps-Greedy / 80% Random,20/80,0,68.7971398849828,1.8375703836135795,0,0.3549992541269483,5.29511250766741,4.952370166155902
4000,0.9,20% Eps-Greedy / 80% Random,20/80,0,70.7017241757774,1.849430004898675,0,0.276488748327823,5.680835733286587,5.416603897574204
8000,0.9,20% Eps-Greedy / 80% Random,20/80,0,70.41501880112924,1.8476652995796947,0,0.3228081299435457,4.147738290267474,3.837187072939369
12000,0.9,20% Eps-Greedy / 80% Random,20/80,0,69.34023138234872,1.8409852865258811,0,0.2793353195440055,4.872306802263806,4.60522839533524
16000,0.9,20% Eps-Greedy / 80% Random,20/80,0,69.38789442556696,1.8412837090318341,0,0.360614346881024,5.071599871741562,4.723242437475978
20000,0.9,20% Eps-Greedy / 80% Random,20/80,0,69.84278633378027,1.8441215569467588,0,0.3432806436227854,4.9544494065183455,4.623425675511001
4000,0.1,0% Eps-Greedy / 100% Random,20/80,0,70.70367961307582,1.8494420162590008,0,0.33945174348695045,4.466868181114544,4.139673350243033
8000,0.1,0% Eps-Greedy / 100% Random,20/80,0,70.98540376427286,1.851169056939961,0,0.36995620310876354,5.025243085171357,4.667543794678034
12000,0.1,0% Eps-Greedy / 100% Random,20/80,0,69.86764126607814,1.8442760817054955,0,0.338684931198214,4.8933202588759706,4.566892240293196
16000,0.1,0% Eps-Greedy / 100% Random,20/80,0,70.08297800176462,1.8456125478154848,0,0.3312867069484868,5.020901844465038,4.701872050131992
20000,0.1,0% Eps-Greedy / 100% Random,20/80,0,70.27243240019597,1.8467849864061532,0,0.3624425476301745,4.496810798294447,4.146625163279713
4000,0.3,0% Eps-Greedy / 100% Random,20/80,0,70.3280442818075,1.8471285404984519,0,0.30945481898333393,4.448564472809493,4.151366566441599
8000,0.3,0% Eps-Greedy / 100% Random,20/80,0,70.47854841852336,1.848056950734336,0,0.3264346051494222,4.756595704199771,4.44241801166579
12000,0.3,0% Eps-Greedy / 100% Random,20/80,0,71.21250228933852,1.8525562464264296,0,0.2983380661242373,4.133019141065432,3.8469379875566347
16000,0.3,0% Eps-Greedy / 100% Random,20/80,0,70.55777801355063,1.8485448956548238,0,0.3314121258861115,4.608119613617886,4.288964400347215
20000,0.3,0% Eps-Greedy / 100% Random,20/80,0,70.03443256410866,1.845311614241934,0,0.33084831984768925,4.798892350737333,4.480300943505084
4000,0.5,0% Eps-Greedy / 100% Random,20/80,0,70.04734193805302,1.8453916599138946,0,0.3178400466384418,4.623700894045966,4.318117760022963
8000,0.5,0% Eps-Greedy / 100% Random,20/80,0,70.87522403643267,1.8504944447070677,0,0.3306569895350479,4.1125739487060144,3.794173871786406
12000,0.5,0% Eps-Greedy / 100% Random,20/80,0,70.38862237217724,1.8475024653877012,0,0.35775611799588214,4.801559392763652,4.45606018738321
16000,0.5,0% Eps-Greedy / 100% Random,20/80,0,70.14972725976791,1.8460259868425248,0,0.3295550711636638,4.845212890459273,4.527914731911048
20000,0.5,0% Eps-Greedy / 100% Random,20/80,0,70.0699465119488,1.8455317859740328,0,0.3409368177603746,5.006782274206476,4.678102369061541
4000,0.7,0% Eps-Greedy / 100% Random,20/80,0,70.57107604479604,1.848626739465513,0,0.2983603515675566,4.924798519061184,4.638695080109068
8000,0.7,0% Eps-Greedy / 100% Random,20/80,0,70.56213027023367,1.8485716836691424,0,0.29678288601401176,4.453881949785415,4.169355976386843
12000,0.7,0% Eps-Greedy / 100% Random,20/80,0,70.50845927036106,1.8482412247083704,0,0.35308128134909816,4.456194040539261,4.115369671805603
16000,0.7,0% Eps-Greedy / 100% Random,20/80,0,70.37860603248811,1.8474406606464628,0,0.31849985515965906,4.64793771014667,4.341694767602451
20000,0.7,0% Eps-Greedy / 100% Random,20/80,0,70.34086345487403,1.8472076951066783,0,0.3234035377163904,4.326368187482164,4.015221562381214
4000,0.9,0% Eps-Greedy / 100% Random,20/80,0,69.8532154234547,1.8441864019823837,0,0.2732548794750065,4.382690728508079,4.121692761648513
8000,0.9,0% Eps-Greedy / 100% Random,20/80,0,69.98898908524,1.8450297206476824,0,0.37095365971913113,4.897595578284803,4.538898831181111
12000,0.9,0% Eps-Greedy / 100% Random,20/80,0,70.23075201140043,1.8465273187459605,0,0.3158546629692369,4.576492662966201,4.272894912612404
16000,0.9,0% Eps-Greedy / 100% Random,20/80,0,70.424975775513,1.8477267062710472,0,0.3415845043724515,4.730149340629797,4.4008217488727865
20000,0.9,0% Eps-Greedy / 100% Random,20/80,0,70.18053384124492,1.846216667433464,0,0.33608154117531686,4.512581333472818,4.188756704912942
