state,action,reward,next_state
51,3,-0.345,61
61,0,0.0,61
61,1,0.0,61
61,0,0.0,61
78,1,-0.10000000000000002,88
88,2,-0.10000000000000002,88
88,1,-0.10000000000000002,98
98,3,0.8350000000000001,99
99,1,0.0,99
99,1,0.0,99
99,2,0.0,99
52,1,-0.10000000000000002,52
52,1,-0.10000000000000002,52
52,3,-0.10000000000000002,52
52,0,-0.10000000000000002,52
52,1,-0.10000000000000002,52
52,0,-0.10000000000000002,52
52,0,-0.10000000000000002,52
52,3,-0.10000000000000002,53
53,3,-0.10000000000000002,53
53,3,-0.10000000000000002,53
53,3,-0.10000000000000002,53
53,1,-0.10000000000000002,53
53,3,-0.10000000000000002,52
52,0,-0.10000000000000002,52
52,3,-0.10000000000000002,53
53,2,-0.10000000000000002,52
52,2,-0.10000000000000002,51
51,1,-4.265,52
52,0,-0.10000000000000002,52
52,0,-0.10000000000000002,52
52,3,-0.10000000000000002,53
53,2,-0.10000000000000002,52
52,2,-0.10000000000000002,51
51,2,-0.345,50
50,2,-0.10000000000000002,50
50,0,-0.10000000000000002,50
50,1,-0.10000000000000002,60
60,1,-0.345,70
70,3,-0.10000000000000002,71
71,0,-4.265,61
61,1,0.0,61
61,2,0.0,61
61,0,0.0,61
36,1,-0.10000000000000002,36
36,0,-0.10000000000000002,26
26,1,-0.10000000000000002,36
36,0,-0.10000000000000002,26
26,1,-0.10000000000000002,36
36,1,-0.10000000000000002,35
35,1,-0.10000000000000002,35
35,3,-0.10000000000000002,36
36,1,-0.10000000000000002,36
36,1,-0.10000000000000002,36
36,1,-0.10000000000000002,36
36,1,-0.10000000000000002,36
36,1,-0.10000000000000002,36
36,1,-0.10000000000000002,36
36,3,-0.10000000000000002,36
36,0,-0.10000000000000002,26
26,1,-0.10000000000000002,26
26,1,-0.10000000000000002,36
36,1,-0.10000000000000002,36
36,0,-0.10000000000000002,26
26,1,-0.10000000000000002,36
36,1,-0.10000000000000002,36
36,1,-0.10000000000000002,36
36,1,-0.10000000000000002,26
26,1,-0.10000000000000002,26
26,1,-0.10000000000000002,36
36,1,-0.10000000000000002,36
36,1,-0.10000000000000002,36
36,1,-0.10000000000000002,36
36,1,-0.10000000000000002,36
36,1,-0.10000000000000002,36
36,1,-0.10000000000000002,36
36,3,-0.10000000000000002,26
26,1,-0.10000000000000002,36
36,1,-0.10000000000000002,36
36,1,-0.10000000000000002,36
36,1,-0.10000000000000002,35
35,3,-0.10000000000000002,36
36,1,-0.10000000000000002,36
36,2,-0.10000000000000002,35
35,3,-0.10000000000000002,36
36,1,-0.10000000000000002,36
36,0,-0.10000000000000002,26
26,1,-0.10000000000000002,36
36,1,-0.10000000000000002,36
36,1,-0.10000000000000002,36
36,1,-0.10000000000000002,36
36,2,-0.10000000000000002,36
36,1,-0.10000000000000002,36
36,1,-0.10000000000000002,36
36,1,-0.10000000000000002,36
36,1,-0.10000000000000002,36
36,1,-0.10000000000000002,36
36,1,-0.10000000000000002,36
36,1,-0.10000000000000002,36
36,1,-0.10000000000000002,36
36,1,-0.10000000000000002,36
36,1,-0.10000000000000002,36
36,1,-0.10000000000000002,36
36,1,-0.10000000000000002,36
36,1,-0.10000000000000002,36
36,1,-0.10000000000000002,36
36,1,-0.10000000000000002,36
36,1,-0.10000000000000002,36
