alpha,eta,rho,T,theta_lr,theta_inner_steps,theta_lambda,theta_mode,theta_optimizer,theta_start_mode,theta_include_beta_cov,beta_update,policy_optimizer,policy_gradient,reinforce_samples,state_weight_update,intended_prob,dataset_path,num_trajectories,max_steps,seed,device,status,error,elapsed_seconds,solver_success_rate,solver_avg_return,solver_v_x0,solver_v_gap,greedy_success_rate,greedy_avg_return,greedy_v_x0,greedy_v_gap,final_total_loss,final_policy_objective,final_beta_objective,final_q_objective,final_theta_norm,final_policy_grad_norm,final_beta_grad_norm,final_theta_grad_norm,run_idx
0.0005,3e-05,0.1,1000,0.01,20,1e-06,reg_fixed,adam,warm,False,fogas_full,adam,exact,4,normal,0.8,/home/mauro/Desktop/EMAI/Ljubljana/Thesis/Code/data/datasets/generalization/10grid_tabular_stoch.csv,100,50,42,cpu,ok,,96.75717421599984,0.0,-1.3370984985346166,-1.3971685722254443,0.2754905538211894,0.0,-1.188495188600747,-1.1621345705814916,0.0865481898987684,-14.406192097777216,-57.903685348970185,5.593787157427778,-13.80787675045555,1069.009167423093,0.1697075250204384,8.731437085183535,0.0299173147694173,1
