Dataset Size,Epsilon,Proportions,Init Mode,Coverage Ratio,Log Coverage,Convergence,Final Reward,V Optimal Gap,Q Optimal Gap
8000,0.5,40% Eps-Greedy / 60% Random,100/0,66.55904070550378,1.8232070539781529,0,0.17826863208296892,1.4386861349272728,1.272674415459744
12000,0.5,40% Eps-Greedy / 60% Random,100/0,66.68243416431437,1.824011444857747,0,0.16703133302378997,1.454541145498354,1.299766725090004
16000,0.5,40% Eps-Greedy / 60% Random,100/0,66.55907890665496,1.8232073032387226,0,0.1722983940789258,1.431215485127828,1.2711740036643424
20000,0.5,40% Eps-Greedy / 60% Random,100/0,66.58459486066175,1.823373761589281,1,0.1496065654329546,1.396854036303325,1.2595043834858104
4000,0.7,40% Eps-Greedy / 60% Random,100/0,69.5247837269695,1.8421396465641753,0,0.15777321797047367,2.504983641279016,2.3594673359239824
8000,0.7,40% Eps-Greedy / 60% Random,100/0,69.63746604706112,1.8428429597198404,0,0.1523543940444072,2.783024525684522,2.6429270442555546
12000,0.7,40% Eps-Greedy / 60% Random,100/0,69.24087506718462,1.8403625478580083,0,0.14679037707704207,1.794653380879871,1.6601199164182687
16000,0.7,40% Eps-Greedy / 60% Random,100/0,68.5813194916195,1.8362058366030223,0,0.17162135529862269,2.603668887967575,2.4443044452843923
20000,0.7,40% Eps-Greedy / 60% Random,100/0,69.31857001346881,1.840849594987272,0,0.12981770587801206,1.9022373160399142,1.7846765227773425
4000,0.9,40% Eps-Greedy / 60% Random,100/0,87.14765188475462,1.9402556899287169,0,0.19358372129927,6.15473309503934,5.973406286355509
8000,0.9,40% Eps-Greedy / 60% Random,100/0,79.24220898907765,1.898956573610518,0,0.13816529736121594,2.3648327138091614,2.238924329063386
12000,0.9,40% Eps-Greedy / 60% Random,100/0,91.83676659728114,1.9630165846175003,0,0.15542955669528558,4.817969723316692,4.674797079236846
16000,0.9,40% Eps-Greedy / 60% Random,100/0,93.94977029579107,1.972895722601607,0,0.1385158217097489,4.59082132752525,4.4645624184309405
20000,0.9,40% Eps-Greedy / 60% Random,100/0,89.57079497142993,1.9521664287435814,0,0.143550999816481,3.147147083937648,3.0158529967366077
4000,0.1,20% Eps-Greedy / 80% Random,100/0,67.2963161247669,1.8279912911114249,0,0.19546102717642036,4.794589523993349,4.611385409432369
8000,0.1,20% Eps-Greedy / 80% Random,100/0,67.92983627823286,1.832060567872845,0,0.22230917708903522,7.525899425589924,7.315847161116329
12000,0.1,20% Eps-Greedy / 80% Random,100/0,67.71043244065774,1.8306555874791801,0,0.19395498642895864,6.8382523864168165,6.656554312603298
16000,0.1,20% Eps-Greedy / 80% Random,100/0,67.3469178720131,1.8283177250507472,0,0.15523577734854305,4.926774036991762,4.7837951722586585
20000,0.1,20% Eps-Greedy / 80% Random,100/0,67.41245273820543,1.8287401288193965,0,0.15870818554732535,5.021135725167076,4.87468445223519
4000,0.3,20% Eps-Greedy / 80% Random,100/0,67.4228918086249,1.8288073757375347,0,0.23466906513640184,6.75210453890996,6.529692386389
8000,0.3,20% Eps-Greedy / 80% Random,100/0,68.16024899026095,1.833531168244836,0,0.16457942625225722,5.004961467180003,4.8526389535431855
12000,0.3,20% Eps-Greedy / 80% Random,100/0,67.75938790769109,1.8309694742188602,0,0.17984974007453117,1.802971774023242,1.6353789465641513
16000,0.3,20% Eps-Greedy / 80% Random,100/0,67.66518940228083,1.830365301792944,0,0.12749282600653705,1.705595826107517,1.59035991271642
20000,0.3,20% Eps-Greedy / 80% Random,100/0,67.20696680978546,1.8274142952296963,0,0.14139167977634035,1.6409225520674446,1.5117877849065442
4000,0.5,20% Eps-Greedy / 80% Random,100/0,67.60336900735729,1.8299683395044526,0,0.17435366996591173,2.2063797699742724,2.0442830126238007
8000,0.5,20% Eps-Greedy / 80% Random,100/0,68.42721657547321,1.8352288744914411,0,0.13964593760568714,2.419393320870777,2.29200429588053
12000,0.5,20% Eps-Greedy / 80% Random,100/0,67.89385930497174,1.8318304960689347,0,0.1451089273674045,2.162653312778553,2.0298012980265887
16000,0.5,20% Eps-Greedy / 80% Random,100/0,68.01375083768723,1.8325967260767622,0,0.15063703600144987,1.6641714659581648,1.525791342572155
20000,0.5,20% Eps-Greedy / 80% Random,100/0,67.97719838840794,1.8323632616073298,0,0.12854103356685245,1.6523888988676685,1.5361047779162562
4000,0.7,20% Eps-Greedy / 80% Random,100/0,76.06423246776943,1.881180487342407,0,0.17276135396827702,4.41507334056461,4.2545688992117725
8000,0.7,20% Eps-Greedy / 80% Random,100/0,75.4600794402994,1.877717258067011,0,0.13520567380777762,3.7366715144774116,3.6137227532850744
12000,0.7,20% Eps-Greedy / 80% Random,100/0,70.31572895827742,1.8470524834225868,0,0.17569966259395767,4.957625467935114,4.794182717956597
16000,0.7,20% Eps-Greedy / 80% Random,100/0,69.75584704757836,1.843580616735168,0,0.15939465604020797,4.357814857772462,4.2106771143476935
20000,0.7,20% Eps-Greedy / 80% Random,100/0,70.7835425389778,1.8499322941962428,0,0.14588275039220122,2.498272153111471,2.3646463153347104
