feature_type,reset_name,reset_probs,policy_fraction,random_fraction,epsilon,n_transitions,mean_steps,successes,solver_alpha,solver_eta,solver_rho,solver_T,solver_beta,dataset_rows,status,error
tabular,x0_0_custom_100,"{""custom"": 1.0, ""x0"": 0.0}",0.0,1.0,0.0,40000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_0_custom_100,"{""custom"": 1.0, ""x0"": 0.0}",0.0,1.0,0.0,50000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_0_custom_100,"{""custom"": 1.0, ""x0"": 0.0}",0.0,1.0,0.2,10000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_0_custom_100,"{""custom"": 1.0, ""x0"": 0.0}",0.0,1.0,0.2,20000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_0_custom_100,"{""custom"": 1.0, ""x0"": 0.0}",0.0,1.0,0.2,30000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_0_custom_100,"{""custom"": 1.0, ""x0"": 0.0}",0.0,1.0,0.2,40000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_0_custom_100,"{""custom"": 1.0, ""x0"": 0.0}",0.0,1.0,0.2,50000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_0_custom_100,"{""custom"": 1.0, ""x0"": 0.0}",0.0,1.0,0.4,10000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_0_custom_100,"{""custom"": 1.0, ""x0"": 0.0}",0.0,1.0,0.4,20000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_0_custom_100,"{""custom"": 1.0, ""x0"": 0.0}",0.0,1.0,0.4,30000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_0_custom_100,"{""custom"": 1.0, ""x0"": 0.0}",0.0,1.0,0.4,40000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_0_custom_100,"{""custom"": 1.0, ""x0"": 0.0}",0.0,1.0,0.4,50000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_0_custom_100,"{""custom"": 1.0, ""x0"": 0.0}",0.0,1.0,0.6,10000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_0_custom_100,"{""custom"": 1.0, ""x0"": 0.0}",0.0,1.0,0.6,20000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_0_custom_100,"{""custom"": 1.0, ""x0"": 0.0}",0.0,1.0,0.6,30000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_0_custom_100,"{""custom"": 1.0, ""x0"": 0.0}",0.0,1.0,0.6,40000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_0_custom_100,"{""custom"": 1.0, ""x0"": 0.0}",0.0,1.0,0.6,50000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_0_custom_100,"{""custom"": 1.0, ""x0"": 0.0}",0.0,1.0,0.8,10000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_0_custom_100,"{""custom"": 1.0, ""x0"": 0.0}",0.0,1.0,0.8,20000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_0_custom_100,"{""custom"": 1.0, ""x0"": 0.0}",0.0,1.0,0.8,30000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_0_custom_100,"{""custom"": 1.0, ""x0"": 0.0}",0.0,1.0,0.8,40000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_0_custom_100,"{""custom"": 1.0, ""x0"": 0.0}",0.0,1.0,0.8,50000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_0_custom_100,"{""custom"": 1.0, ""x0"": 0.0}",0.0,1.0,1.0,10000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_0_custom_100,"{""custom"": 1.0, ""x0"": 0.0}",0.0,1.0,1.0,20000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_0_custom_100,"{""custom"": 1.0, ""x0"": 0.0}",0.0,1.0,1.0,30000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_0_custom_100,"{""custom"": 1.0, ""x0"": 0.0}",0.0,1.0,1.0,40000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_0_custom_100,"{""custom"": 1.0, ""x0"": 0.0}",0.0,1.0,1.0,50000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",1.0,0.0,0.0,10000,182.3,4,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",1.0,0.0,0.0,20000,183.7,4,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",1.0,0.0,0.0,30000,187.3,3,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",1.0,0.0,0.0,40000,183.4,4,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",1.0,0.0,0.0,50000,188.0,3,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",1.0,0.0,0.2,10000,184.2,4,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",1.0,0.0,0.2,20000,184.2,4,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",1.0,0.0,0.2,30000,176.3,5,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",1.0,0.0,0.2,40000,180.4,4,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",1.0,0.0,0.2,50000,180.4,4,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",1.0,0.0,0.4,10000,175.7,6,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",1.0,0.0,0.4,20000,177.1,4,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",1.0,0.0,0.4,30000,177.1,4,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",1.0,0.0,0.4,40000,181.0,3,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",1.0,0.0,0.4,50000,173.9,4,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",1.0,0.0,0.6,10000,172.6,6,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",1.0,0.0,0.6,20000,160.8,7,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",1.0,0.0,0.6,30000,164.3,7,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",1.0,0.0,0.6,40000,160.2,8,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",1.0,0.0,0.6,50000,156.5,8,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",1.0,0.0,0.8,10000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",1.0,0.0,0.8,20000,189.9,2,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",1.0,0.0,0.8,30000,172.3,8,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",1.0,0.0,0.8,40000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",1.0,0.0,0.8,50000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",1.0,0.0,1.0,10000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",1.0,0.0,1.0,20000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",1.0,0.0,1.0,30000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",1.0,0.0,1.0,40000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",1.0,0.0,1.0,50000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.8,0.2,0.0,10000,170.1,5,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.8,0.2,0.0,20000,173.6,4,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.8,0.2,0.0,30000,174.4,4,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.8,0.2,0.0,40000,157.9,8,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.8,0.2,0.0,50000,154.0,8,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.8,0.2,0.2,10000,150.8,8,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.8,0.2,0.2,20000,143.8,10,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.8,0.2,0.2,30000,149.4,9,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.8,0.2,0.2,40000,145.1,9,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.8,0.2,0.2,50000,149.0,8,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.8,0.2,0.4,10000,157.9,7,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.8,0.2,0.4,20000,157.7,7,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.8,0.2,0.4,30000,154.5,7,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.8,0.2,0.4,40000,155.2,7,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.8,0.2,0.4,50000,151.3,9,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.8,0.2,0.6,10000,158.8,9,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.8,0.2,0.6,20000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.8,0.2,0.6,30000,157.8,10,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.8,0.2,0.6,40000,174.1,7,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.8,0.2,0.6,50000,168.1,9,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.8,0.2,0.8,10000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.8,0.2,0.8,20000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.8,0.2,0.8,30000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.8,0.2,0.8,40000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.8,0.2,0.8,50000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.8,0.2,1.0,10000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.8,0.2,1.0,20000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.8,0.2,1.0,30000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.8,0.2,1.0,40000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.8,0.2,1.0,50000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.6,0.4,0.0,10000,196.6,2,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.6,0.4,0.0,20000,172.1,5,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.6,0.4,0.0,30000,177.2,3,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.6,0.4,0.0,40000,177.2,3,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.6,0.4,0.0,50000,175.9,4,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.6,0.4,0.2,10000,182.0,3,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.6,0.4,0.2,20000,161.5,8,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.6,0.4,0.2,30000,184.4,2,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.6,0.4,0.2,40000,184.4,2,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.6,0.4,0.2,50000,180.6,6,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.6,0.4,0.4,10000,178.5,7,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.6,0.4,0.4,20000,168.0,8,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.6,0.4,0.4,30000,172.8,7,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.6,0.4,0.4,40000,161.9,8,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.6,0.4,0.4,50000,165.0,9,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.6,0.4,0.6,10000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.6,0.4,0.6,20000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.6,0.4,0.6,30000,197.1,1,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.6,0.4,0.6,40000,178.8,3,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.6,0.4,0.6,50000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.6,0.4,0.8,10000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.6,0.4,0.8,20000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.6,0.4,0.8,30000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.6,0.4,0.8,40000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.6,0.4,0.8,50000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.6,0.4,1.0,10000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.6,0.4,1.0,20000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.6,0.4,1.0,30000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.6,0.4,1.0,40000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.6,0.4,1.0,50000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.4,0.6,0.0,10000,187.6,4,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.4,0.6,0.0,20000,184.4,2,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.4,0.6,0.0,30000,178.0,3,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.4,0.6,0.0,40000,168.6,4,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.4,0.6,0.0,50000,174.2,6,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.4,0.6,0.2,10000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.4,0.6,0.2,20000,193.3,1,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.4,0.6,0.2,30000,163.8,5,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.4,0.6,0.2,40000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.4,0.6,0.2,50000,177.1,3,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.4,0.6,0.4,10000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.4,0.6,0.4,20000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.4,0.6,0.4,30000,199.9,1,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.4,0.6,0.4,40000,170.2,4,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.4,0.6,0.4,50000,176.4,4,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.4,0.6,0.6,10000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.4,0.6,0.6,20000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.4,0.6,0.6,30000,195.3,1,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.4,0.6,0.6,40000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.4,0.6,0.6,50000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.4,0.6,0.8,10000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.4,0.6,0.8,20000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.4,0.6,0.8,30000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.4,0.6,0.8,40000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.4,0.6,0.8,50000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.4,0.6,1.0,10000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.4,0.6,1.0,20000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.4,0.6,1.0,30000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.4,0.6,1.0,40000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.4,0.6,1.0,50000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.2,0.8,0.0,10000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.2,0.8,0.0,20000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.2,0.8,0.0,30000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.2,0.8,0.0,40000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.2,0.8,0.0,50000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.2,0.8,0.2,10000,161.7,6,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.2,0.8,0.2,20000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.2,0.8,0.2,30000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.2,0.8,0.2,40000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.2,0.8,0.2,50000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_10_custom_90,"{""custom"": 0.9, ""x0"": 0.1}",0.2,0.8,0.4,10000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
