feature_type,reset_name,reset_probs,policy_fraction,random_fraction,epsilon,n_transitions,mean_steps,successes,solver_alpha,solver_eta,solver_rho,solver_T,solver_beta,dataset_rows,status,error
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.6,0.4,1.0,30000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.6,0.4,1.0,40000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.6,0.4,1.0,50000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.4,0.6,0.0,10000,182.7,3,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.4,0.6,0.0,20000,160.8,6,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.4,0.6,0.0,30000,163.8,6,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.4,0.6,0.0,40000,167.1,5,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.4,0.6,0.0,50000,171.6,5,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.4,0.6,0.2,10000,179.0,7,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.4,0.6,0.2,20000,192.5,1,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.4,0.6,0.2,30000,179.9,5,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.4,0.6,0.2,40000,178.9,5,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.4,0.6,0.2,50000,170.7,6,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.4,0.6,0.4,10000,185.2,4,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.4,0.6,0.4,20000,183.8,5,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.4,0.6,0.4,30000,169.4,7,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.4,0.6,0.4,40000,173.0,7,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.4,0.6,0.4,50000,174.0,6,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.4,0.6,0.6,10000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.4,0.6,0.6,20000,194.2,1,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.4,0.6,0.6,30000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.4,0.6,0.6,40000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.4,0.6,0.6,50000,194.6,1,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.4,0.6,0.8,10000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.4,0.6,0.8,20000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.4,0.6,0.8,30000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.4,0.6,0.8,40000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.4,0.6,0.8,50000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.4,0.6,1.0,10000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.4,0.6,1.0,20000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.4,0.6,1.0,30000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.4,0.6,1.0,40000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.4,0.6,1.0,50000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.2,0.8,0.0,10000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.2,0.8,0.0,20000,193.9,1,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.2,0.8,0.0,30000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.2,0.8,0.0,40000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.2,0.8,0.0,50000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.2,0.8,0.2,10000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.2,0.8,0.2,20000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.2,0.8,0.2,30000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.2,0.8,0.2,40000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.2,0.8,0.2,50000,168.6,5,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.2,0.8,0.4,10000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.2,0.8,0.4,20000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.2,0.8,0.4,30000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.2,0.8,0.4,40000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.2,0.8,0.4,50000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.2,0.8,0.6,10000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.2,0.8,0.6,20000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.2,0.8,0.6,30000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.2,0.8,0.6,40000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.2,0.8,0.6,50000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.2,0.8,0.8,10000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.2,0.8,0.8,20000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.2,0.8,0.8,30000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.2,0.8,0.8,40000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.2,0.8,0.8,50000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.2,0.8,1.0,10000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.2,0.8,1.0,20000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.2,0.8,1.0,30000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.2,0.8,1.0,40000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.2,0.8,1.0,50000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.0,1.0,0.0,10000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.0,1.0,0.0,20000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.0,1.0,0.0,30000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.0,1.0,0.0,40000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.0,1.0,0.0,50000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.0,1.0,0.2,10000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.0,1.0,0.2,20000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.0,1.0,0.2,30000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.0,1.0,0.2,40000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.0,1.0,0.2,50000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.0,1.0,0.4,10000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.0,1.0,0.4,20000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.0,1.0,0.4,30000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.0,1.0,0.4,40000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.0,1.0,0.4,50000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.0,1.0,0.6,10000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.0,1.0,0.6,20000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.0,1.0,0.6,30000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.0,1.0,0.6,40000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.0,1.0,0.6,50000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.0,1.0,0.8,10000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.0,1.0,0.8,20000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.0,1.0,0.8,30000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.0,1.0,0.8,40000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.0,1.0,0.8,50000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.0,1.0,1.0,10000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.0,1.0,1.0,20000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.0,1.0,1.0,30000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.0,1.0,1.0,40000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.0,1.0,1.0,50000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",1.0,0.0,0.0,10000,164.9,7,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",1.0,0.0,0.0,20000,164.3,7,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",1.0,0.0,0.0,30000,167.7,6,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",1.0,0.0,0.0,40000,171.8,5,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",1.0,0.0,0.0,50000,163.8,6,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",1.0,0.0,0.2,10000,171.9,5,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",1.0,0.0,0.2,20000,171.9,5,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",1.0,0.0,0.2,30000,167.9,5,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",1.0,0.0,0.2,40000,164.4,5,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",1.0,0.0,0.2,50000,168.5,4,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",1.0,0.0,0.4,10000,168.5,4,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",1.0,0.0,0.4,20000,176.4,3,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",1.0,0.0,0.4,30000,176.4,3,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",1.0,0.0,0.4,40000,176.4,3,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",1.0,0.0,0.4,50000,184.4,2,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",1.0,0.0,0.6,10000,163.3,6,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",1.0,0.0,0.6,20000,190.5,5,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",1.0,0.0,0.6,30000,181.2,3,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",1.0,0.0,0.6,40000,188.8,2,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",1.0,0.0,0.6,50000,188.8,2,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",1.0,0.0,0.8,10000,198.0,2,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",1.0,0.0,0.8,20000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",1.0,0.0,0.8,30000,188.1,3,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",1.0,0.0,0.8,40000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",1.0,0.0,0.8,50000,180.8,8,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",1.0,0.0,1.0,10000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",1.0,0.0,1.0,20000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",1.0,0.0,1.0,30000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",1.0,0.0,1.0,40000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",1.0,0.0,1.0,50000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.8,0.2,0.0,10000,173.9,4,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.8,0.2,0.0,20000,176.1,4,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.8,0.2,0.0,30000,176.2,4,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.8,0.2,0.0,40000,177.9,3,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.8,0.2,0.0,50000,177.9,3,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.8,0.2,0.2,10000,169.8,5,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.8,0.2,0.2,20000,177.3,4,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.8,0.2,0.2,30000,181.5,3,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.8,0.2,0.2,40000,177.6,4,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.8,0.2,0.2,50000,177.1,4,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.8,0.2,0.4,10000,172.9,5,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.8,0.2,0.4,20000,172.9,5,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.8,0.2,0.4,30000,165.0,6,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.8,0.2,0.4,40000,170.2,5,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.8,0.2,0.4,50000,169.3,5,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.8,0.2,0.6,10000,171.3,5,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.8,0.2,0.6,20000,169.8,5,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.8,0.2,0.6,30000,162.5,8,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.8,0.2,0.6,40000,169.5,5,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.8,0.2,0.6,50000,174.8,5,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.8,0.2,0.8,10000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.8,0.2,0.8,20000,191.4,2,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.8,0.2,0.8,30000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.8,0.2,0.8,40000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.8,0.2,0.8,50000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.8,0.2,1.0,10000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.8,0.2,1.0,20000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.8,0.2,1.0,30000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.8,0.2,1.0,40000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.8,0.2,1.0,50000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.6,0.4,0.0,10000,177.1,3,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.6,0.4,0.0,20000,172.2,5,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.6,0.4,0.0,30000,175.7,4,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.6,0.4,0.0,40000,168.2,5,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.6,0.4,0.0,50000,170.3,6,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
