Dataset Size,Epsilon,Proportions,Init Mode,Extra Steps,Coverage Ratio,Convergence,Final Reward,V Optimal Gap,Q Optimal Gap
20000,0.9,100% Eps-Greedy,50/50,1.0,90.37904392060335,0,-0.1,3.2172465374338604,3.1197542181176825
4000,0.1,80% Eps-Greedy / 20% Random,50/50,1.0,1.8690640535152814,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
8000,0.1,80% Eps-Greedy / 20% Random,50/50,1.0,1.777817980014906,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
12000,0.1,80% Eps-Greedy / 20% Random,50/50,1.0,1.7523370073397175,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
16000,0.1,80% Eps-Greedy / 20% Random,50/50,1.0,1.7428714588696337,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
20000,0.1,80% Eps-Greedy / 20% Random,50/50,1.0,1.7462376519561533,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
4000,0.3,80% Eps-Greedy / 20% Random,50/50,1.0,2.112489275182078,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
8000,0.3,80% Eps-Greedy / 20% Random,50/50,1.0,2.047358169900818,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
12000,0.3,80% Eps-Greedy / 20% Random,50/50,1.0,2.0746554134022217,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
16000,0.3,80% Eps-Greedy / 20% Random,50/50,1.0,2.067416097876552,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
20000,0.3,80% Eps-Greedy / 20% Random,50/50,1.0,2.1997733000080326,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
4000,0.5,80% Eps-Greedy / 20% Random,50/50,1.0,3.2806095703559333,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
8000,0.5,80% Eps-Greedy / 20% Random,50/50,1.0,4.213788379923859,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
12000,0.5,80% Eps-Greedy / 20% Random,50/50,1.0,3.2707571570763503,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
16000,0.5,80% Eps-Greedy / 20% Random,50/50,1.0,3.3193778439006225,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
20000,0.5,80% Eps-Greedy / 20% Random,50/50,1.0,3.414580368663985,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
4000,0.7,80% Eps-Greedy / 20% Random,50/50,1.0,67.89537548685935,0,-0.36040608999999996,2.8845108028210844,2.526612393504907
8000,0.7,80% Eps-Greedy / 20% Random,50/50,1.0,21.033702316108275,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
12000,0.7,80% Eps-Greedy / 20% Random,50/50,1.0,66.55173446549578,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
16000,0.7,80% Eps-Greedy / 20% Random,50/50,1.0,25.725544901635892,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
20000,0.7,80% Eps-Greedy / 20% Random,50/50,1.0,21.644625072959787,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
4000,0.9,80% Eps-Greedy / 20% Random,50/50,1.0,92.93135619424525,0,-0.1,3.2172465374338604,3.1197542181176825
8000,0.9,80% Eps-Greedy / 20% Random,50/50,1.0,92.99720350440374,0,-0.1,3.2172465374338604,3.1197542181176825
12000,0.9,80% Eps-Greedy / 20% Random,50/50,1.0,89.61233503151065,0,-0.1,3.308044526687601,3.210552207371423
16000,0.9,80% Eps-Greedy / 20% Random,50/50,1.0,93.29097582278199,0,-0.1,3.2172465374338604,3.1197542181176825
20000,0.9,80% Eps-Greedy / 20% Random,50/50,1.0,81.00633665504016,0,-0.1,2.308515078438061,2.2110227591218834
4000,0.1,60% Eps-Greedy / 40% Random,50/50,1.0,2.147804825227018,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
8000,0.1,60% Eps-Greedy / 40% Random,50/50,1.0,2.3938078862239593,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
12000,0.1,60% Eps-Greedy / 40% Random,50/50,1.0,2.247434226253879,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
16000,0.1,60% Eps-Greedy / 40% Random,50/50,1.0,2.200670355730249,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
20000,0.1,60% Eps-Greedy / 40% Random,50/50,1.0,2.1417801557615754,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
4000,0.3,60% Eps-Greedy / 40% Random,50/50,1.0,2.8457709648769534,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
8000,0.3,60% Eps-Greedy / 40% Random,50/50,1.0,2.534522493626782,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
12000,0.3,60% Eps-Greedy / 40% Random,50/50,1.0,2.4996152831403387,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
16000,0.3,60% Eps-Greedy / 40% Random,50/50,1.0,2.6268286053264993,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
20000,0.3,60% Eps-Greedy / 40% Random,50/50,1.0,2.708920271078369,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
4000,0.5,60% Eps-Greedy / 40% Random,50/50,1.0,3.5021346990338924,0,-0.1,2.2423233442720845,2.1448310249559066
8000,0.5,60% Eps-Greedy / 40% Random,50/50,1.0,4.340021956172441,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
12000,0.5,60% Eps-Greedy / 40% Random,50/50,1.0,4.589586308245131,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
16000,0.5,60% Eps-Greedy / 40% Random,50/50,1.0,4.681847311318188,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
20000,0.5,60% Eps-Greedy / 40% Random,50/50,1.0,4.189194582369979,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
4000,0.7,60% Eps-Greedy / 40% Random,50/50,1.0,68.22843712901357,0,-0.36040608999999996,3.9158764982172194,3.5579780889010415
8000,0.7,60% Eps-Greedy / 40% Random,50/50,1.0,67.742190351372,0,-0.1,2.2423233442720845,2.1448310249559066
12000,0.7,60% Eps-Greedy / 40% Random,50/50,1.0,39.12668767852896,0,-0.1,2.2423233442720845,2.1448310249559066
16000,0.7,60% Eps-Greedy / 40% Random,50/50,1.0,43.608661654058956,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
20000,0.7,60% Eps-Greedy / 40% Random,50/50,1.0,35.736925926577285,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
4000,0.9,60% Eps-Greedy / 40% Random,50/50,1.0,94.88832491277834,0,-0.1,3.2172465374338604,3.1197542181176825
8000,0.9,60% Eps-Greedy / 40% Random,50/50,1.0,91.67759950814671,0,-0.1,4.849600893701011,4.752108574384833
12000,0.9,60% Eps-Greedy / 40% Random,50/50,1.0,98.15397360785413,0,-0.1,3.207497305502242,3.1100049861860644
16000,0.9,60% Eps-Greedy / 40% Random,50/50,1.0,94.42925350489355,0,-0.1,3.2172465374338604,3.1197542181176825
20000,0.9,60% Eps-Greedy / 40% Random,50/50,1.0,90.60182616384854,0,-0.1,2.339815663588262,2.242323344272084
4000,0.1,40% Eps-Greedy / 60% Random,50/50,1.0,3.5822893923794763,0,-0.1,1.5598771090588417,1.4623847897426634
8000,0.1,40% Eps-Greedy / 60% Random,50/50,1.0,2.8223341170195075,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
12000,0.1,40% Eps-Greedy / 60% Random,50/50,1.0,2.724822015257008,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
16000,0.1,40% Eps-Greedy / 60% Random,50/50,1.0,2.8971044949400446,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
20000,0.1,40% Eps-Greedy / 60% Random,50/50,1.0,2.9833374465010833,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
4000,0.3,40% Eps-Greedy / 60% Random,50/50,1.0,3.131809584631068,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
8000,0.3,40% Eps-Greedy / 60% Random,50/50,1.0,3.337215864050072,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
12000,0.3,40% Eps-Greedy / 60% Random,50/50,1.0,3.2651823321162268,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
16000,0.3,40% Eps-Greedy / 60% Random,50/50,1.0,3.3017311015059385,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
20000,0.3,40% Eps-Greedy / 60% Random,50/50,1.0,3.51301902920573,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
4000,0.5,40% Eps-Greedy / 60% Random,50/50,1.0,5.500098311095566,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
8000,0.5,40% Eps-Greedy / 60% Random,50/50,1.0,8.304374259058187,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
12000,0.5,40% Eps-Greedy / 60% Random,50/50,1.0,5.953241430128704,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
16000,0.5,40% Eps-Greedy / 60% Random,50/50,1.0,6.0747463787160365,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
20000,0.5,40% Eps-Greedy / 60% Random,50/50,1.0,7.161295419279636,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
4000,0.7,40% Eps-Greedy / 60% Random,50/50,1.0,69.54598231169045,0,-0.1,1.5598771090588417,1.4623847897426634
8000,0.7,40% Eps-Greedy / 60% Random,50/50,1.0,18.824459778478257,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
12000,0.7,40% Eps-Greedy / 60% Random,50/50,1.0,41.2670653823947,0,-0.1,2.2423233442720845,2.1448310249559066
16000,0.7,40% Eps-Greedy / 60% Random,50/50,1.0,22.228771829468204,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
20000,0.7,40% Eps-Greedy / 60% Random,50/50,1.0,25.723172924313204,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
4000,0.9,40% Eps-Greedy / 60% Random,50/50,1.0,128.56249635071669,0,-0.1,3.207497305502242,3.110004986186065
8000,0.9,40% Eps-Greedy / 60% Random,50/50,1.0,90.91275823886475,0,-0.1,3.2172465374338604,3.1197542181176825
12000,0.9,40% Eps-Greedy / 60% Random,50/50,1.0,101.28533822780093,0,-0.1,3.2172465374338604,3.1197542181176825
16000,0.9,40% Eps-Greedy / 60% Random,50/50,1.0,96.48165404496554,0,-0.1,2.339815663588262,2.242323344272084
20000,0.9,40% Eps-Greedy / 60% Random,50/50,1.0,96.95721746563716,0,-0.1,2.339815663588262,2.242323344272084
4000,0.1,20% Eps-Greedy / 80% Random,50/50,1.0,5.098591271549027,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
8000,0.1,20% Eps-Greedy / 80% Random,50/50,1.0,5.7664224235931,0,-0.1,2.2423233442720845,2.1448310249559066
12000,0.1,20% Eps-Greedy / 80% Random,50/50,1.0,4.978891701576965,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
16000,0.1,20% Eps-Greedy / 80% Random,50/50,1.0,4.609178120239271,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
20000,0.1,20% Eps-Greedy / 80% Random,50/50,1.0,4.69935041143258,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
4000,0.3,20% Eps-Greedy / 80% Random,50/50,1.0,5.685225686072818,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
8000,0.3,20% Eps-Greedy / 80% Random,50/50,1.0,5.246232914957671,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
12000,0.3,20% Eps-Greedy / 80% Random,50/50,1.0,6.6162633036740335,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
16000,0.3,20% Eps-Greedy / 80% Random,50/50,1.0,5.397789369065632,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
20000,0.3,20% Eps-Greedy / 80% Random,50/50,1.0,5.443877488513586,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
4000,0.5,20% Eps-Greedy / 80% Random,50/50,1.0,9.565692188100446,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
8000,0.5,20% Eps-Greedy / 80% Random,50/50,1.0,14.476110676715825,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
12000,0.5,20% Eps-Greedy / 80% Random,50/50,1.0,9.439881555231027,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
16000,0.5,20% Eps-Greedy / 80% Random,50/50,1.0,7.645573390259577,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
20000,0.5,20% Eps-Greedy / 80% Random,50/50,1.0,9.924317480626327,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
4000,0.7,20% Eps-Greedy / 80% Random,50/50,1.0,76.81268720345587,0,-0.1,1.9044052162902814,1.8069128969741035
8000,0.7,20% Eps-Greedy / 80% Random,50/50,1.0,76.99674990215493,0,-0.1,2.339815663588262,2.242323344272084
12000,0.7,20% Eps-Greedy / 80% Random,50/50,1.0,42.702977403745265,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
16000,0.7,20% Eps-Greedy / 80% Random,50/50,1.0,71.84856604327321,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
20000,0.7,20% Eps-Greedy / 80% Random,50/50,1.0,52.02917091608336,1,-0.002507680683822407,0.19498463863235507,0.1949846386323551
4000,0.9,20% Eps-Greedy / 80% Random,50/50,1.0,103.08716033580887,0,-0.1,4.33820936772695,4.240717048410772
8000,0.9,20% Eps-Greedy / 80% Random,50/50,1.0,101.17244632944767,0,-0.1,3.2172465374338604,3.1197542181176825
12000,0.9,20% Eps-Greedy / 80% Random,50/50,1.0,98.84881832849723,0,-0.1,3.2172465374338604,3.1197542181176825
16000,0.9,20% Eps-Greedy / 80% Random,50/50,1.0,94.85391230329566,0,-0.1,3.2172465374338604,3.1197542181176825
20000,0.9,20% Eps-Greedy / 80% Random,50/50,1.0,101.97206591472255,0,-0.1,3.2172465374338604,3.1197542181176825
4000,0.1,0% Eps-Greedy / 100% Random,50/50,1.0,149.7467594608926,0,-0.1,3.2172465374338604,3.1197542181176825
8000,0.1,0% Eps-Greedy / 100% Random,50/50,1.0,125.63594582900785,0,-0.1,3.2172465374338604,3.1197542181176825
12000,0.1,0% Eps-Greedy / 100% Random,50/50,1.0,108.89923825413968,0,-0.1,2.3398156635882623,2.2423233442720845
16000,0.1,0% Eps-Greedy / 100% Random,50/50,1.0,109.46471508717269,0,-0.1,2.2423233442720845,2.1448310249559066
20000,0.1,0% Eps-Greedy / 100% Random,50/50,1.0,117.14497024536277,0,-0.1,2.333121333525825,2.235629014209647
4000,0.3,0% Eps-Greedy / 100% Random,50/50,1.0,130.0785563524857,0,-0.1,3.2172465374338604,3.1197542181176825
8000,0.3,0% Eps-Greedy / 100% Random,50/50,1.0,139.20386329528728,0,-0.1,3.2172465374338604,3.1197542181176825
12000,0.3,0% Eps-Greedy / 100% Random,50/50,1.0,125.86887623048311,0,-1.6376719208410009,4.7451692263432435,3.1100049861860644
16000,0.3,0% Eps-Greedy / 100% Random,50/50,1.0,130.42857662914966,0,-0.1,3.2172465374338604,3.1197542181176825
20000,0.3,0% Eps-Greedy / 100% Random,50/50,1.0,126.74337765817282,0,-0.1,3.606577792877581,3.5090854735614037
4000,0.5,0% Eps-Greedy / 100% Random,50/50,1.0,123.90536317540626,0,-0.1,3.2172465374338604,3.1197542181176825
8000,0.5,0% Eps-Greedy / 100% Random,50/50,1.0,137.5153268758946,0,-0.10000000000000002,3.2172465374338604,3.1197542181176825
12000,0.5,0% Eps-Greedy / 100% Random,50/50,1.0,129.88668018513115,0,-0.1,3.2172465374338604,3.1197542181176825
16000,0.5,0% Eps-Greedy / 100% Random,50/50,1.0,111.39704026813492,0,-0.1,4.328460135795332,4.230967816479154
20000,0.5,0% Eps-Greedy / 100% Random,50/50,1.0,118.13249104796931,0,-0.1,4.33820936772695,4.240717048410772
4000,0.7,0% Eps-Greedy / 100% Random,50/50,1.0,130.06744741460653,0,-0.1,3.2172465374338604,3.1197542181176825
8000,0.7,0% Eps-Greedy / 100% Random,50/50,1.0,131.02286333102006,0,-0.1,3.2172465374338604,3.1197542181176825
12000,0.7,0% Eps-Greedy / 100% Random,50/50,1.0,132.69688874759856,0,-0.1,2.2423233442720845,2.1448310249559066
16000,0.7,0% Eps-Greedy / 100% Random,50/50,1.0,137.02388628586843,0,-0.1,3.2172465374338604,3.1197542181176825
20000,0.7,0% Eps-Greedy / 100% Random,50/50,1.0,102.36749919765606,0,-0.1,3.2172465374338604,3.1197542181176825
4000,0.9,0% Eps-Greedy / 100% Random,50/50,1.0,130.65998537214088,0,-0.1,3.345887778377932,3.2483954590617543
8000,0.9,0% Eps-Greedy / 100% Random,50/50,1.0,113.21964418285987,0,-0.1,2.339815663588262,2.242323344272084
12000,0.9,0% Eps-Greedy / 100% Random,50/50,1.0,111.27682016429678,0,-0.1,2.339815663588262,2.242323344272084
16000,0.9,0% Eps-Greedy / 100% Random,50/50,1.0,132.7442380411779,0,-0.1,2.339815663588262,2.242323344272084
20000,0.9,0% Eps-Greedy / 100% Random,50/50,1.0,109.03915115475394,0,-0.1,2.339815663588262,2.2423233442720845
4000,0.1,100% Eps-Greedy,20/80,0.0,65.80173999352058,0,-0.1,1.2674001511103086,1.169907831794131
8000,0.1,100% Eps-Greedy,20/80,0.0,65.67713099263051,0,-0.1,1.169907831794131,1.0724155124779533
12000,0.1,100% Eps-Greedy,20/80,0.0,65.58168081385243,0,-0.1,1.169907831794131,1.0724155124779533
16000,0.1,100% Eps-Greedy,20/80,0.0,65.69143963759146,0,-0.1,1.169907831794131,1.0724155124779533
20000,0.1,100% Eps-Greedy,20/80,0.0,65.68909284108814,0,-0.1,1.169907831794131,1.0724155124779533
4000,0.3,100% Eps-Greedy,20/80,0.0,65.85683357109065,0,-0.1,0.48746159658088783,0.3899692772647103
8000,0.3,100% Eps-Greedy,20/80,0.0,66.01522064661137,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
12000,0.3,100% Eps-Greedy,20/80,0.0,65.77355211013035,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
16000,0.3,100% Eps-Greedy,20/80,0.0,65.84622222320283,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
20000,0.3,100% Eps-Greedy,20/80,0.0,65.91875656923887,0,-0.25376719208410004,0.2512595114002775,-3.7364323621336136e-17
4000,0.5,100% Eps-Greedy,20/80,0.0,66.06382871889447,0,-0.1,0.09749231931617751,-3.7364323621336136e-17
8000,0.5,100% Eps-Greedy,20/80,0.0,66.16416847080876,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
12000,0.5,100% Eps-Greedy,20/80,0.0,66.0320890744106,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
16000,0.5,100% Eps-Greedy,20/80,0.0,65.96032559825035,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
20000,0.5,100% Eps-Greedy,20/80,0.0,65.9032412180288,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
4000,0.7,100% Eps-Greedy,20/80,0.0,66.51768383782269,0,-0.1,0.1949846386323551,0.09749231931617752
8000,0.7,100% Eps-Greedy,20/80,0.0,66.42577087550721,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
12000,0.7,100% Eps-Greedy,20/80,0.0,66.3429866459871,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
16000,0.7,100% Eps-Greedy,20/80,0.0,66.33009017885198,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
20000,0.7,100% Eps-Greedy,20/80,0.0,66.22605175823713,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
4000,0.9,100% Eps-Greedy,20/80,0.0,68.23014678609941,0,-0.1,1.5598771090588417,1.4623847897426634
8000,0.9,100% Eps-Greedy,20/80,0.0,67.83705676352528,1,-0.09025076806838227,2.983264971075034,2.895521883690474
12000,0.9,100% Eps-Greedy,20/80,0.0,67.79090100213409,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
16000,0.9,100% Eps-Greedy,20/80,0.0,67.8863061974969,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
20000,0.9,100% Eps-Greedy,20/80,0.0,67.9354852043522,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
4000,0.1,80% Eps-Greedy / 20% Random,20/80,0.0,65.85426760457987,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
8000,0.1,80% Eps-Greedy / 20% Random,20/80,0.0,65.9519953725844,0,-0.1,0.48746159658088783,0.3899692772647103
12000,0.1,80% Eps-Greedy / 20% Random,20/80,0.0,65.99134513136926,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
16000,0.1,80% Eps-Greedy / 20% Random,20/80,0.0,65.93142186233477,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
20000,0.1,80% Eps-Greedy / 20% Random,20/80,0.0,65.84815711675144,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
4000,0.3,80% Eps-Greedy / 20% Random,20/80,0.0,65.96993983895103,0,-0.25376719208410004,0.2512595114002775,-3.7364323621336136e-17
8000,0.3,80% Eps-Greedy / 20% Random,20/80,0.0,66.01317532997821,0,-0.1,0.09749231931617751,-3.7364323621336136e-17
12000,0.3,80% Eps-Greedy / 20% Random,20/80,0.0,65.96943550160557,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
16000,0.3,80% Eps-Greedy / 20% Random,20/80,0.0,65.9902761206631,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
20000,0.3,80% Eps-Greedy / 20% Random,20/80,0.0,66.10810644057916,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
4000,0.5,80% Eps-Greedy / 20% Random,20/80,0.0,66.26131319691227,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
8000,0.5,80% Eps-Greedy / 20% Random,20/80,0.0,66.16873349185593,0,-0.1,0.1949846386323551,0.09749231931617752
12000,0.5,80% Eps-Greedy / 20% Random,20/80,0.0,66.16724647141363,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
16000,0.5,80% Eps-Greedy / 20% Random,20/80,0.0,66.16657994909451,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
20000,0.5,80% Eps-Greedy / 20% Random,20/80,0.0,66.02901257013478,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
4000,0.7,80% Eps-Greedy / 20% Random,20/80,0.0,66.47801010590767,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
8000,0.7,80% Eps-Greedy / 20% Random,20/80,0.0,66.75096788869365,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
12000,0.7,80% Eps-Greedy / 20% Random,20/80,0.0,66.58920095189474,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
16000,0.7,80% Eps-Greedy / 20% Random,20/80,0.0,66.64362346647029,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
20000,0.7,80% Eps-Greedy / 20% Random,20/80,0.0,66.67365859957452,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
4000,0.9,80% Eps-Greedy / 20% Random,20/80,0.0,68.19816612616404,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
8000,0.9,80% Eps-Greedy / 20% Random,20/80,0.0,67.76294554276434,1,-0.09025076806838227,2.983264971075034,2.895521883690474
12000,0.9,80% Eps-Greedy / 20% Random,20/80,0.0,67.96349297542588,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
16000,0.9,80% Eps-Greedy / 20% Random,20/80,0.0,68.22718098754201,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
20000,0.9,80% Eps-Greedy / 20% Random,20/80,0.0,68.01274126270924,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
4000,0.1,60% Eps-Greedy / 40% Random,20/80,0.0,66.05328533919042,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
8000,0.1,60% Eps-Greedy / 40% Random,20/80,0.0,66.11966977351265,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
12000,0.1,60% Eps-Greedy / 40% Random,20/80,0.0,66.08140996828571,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
16000,0.1,60% Eps-Greedy / 40% Random,20/80,0.0,66.1107602826661,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
20000,0.1,60% Eps-Greedy / 40% Random,20/80,0.0,66.18956741278313,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
4000,0.3,60% Eps-Greedy / 40% Random,20/80,0.0,66.55458427586706,0,-0.1,0.1949846386323551,0.09749231931617752
8000,0.3,60% Eps-Greedy / 40% Random,20/80,0.0,66.4517150709695,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
12000,0.3,60% Eps-Greedy / 40% Random,20/80,0.0,66.39770386438197,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
16000,0.3,60% Eps-Greedy / 40% Random,20/80,0.0,66.20745864467052,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
20000,0.3,60% Eps-Greedy / 40% Random,20/80,0.0,66.37448656613152,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
4000,0.5,60% Eps-Greedy / 40% Random,20/80,0.0,66.46705999964288,0,-0.1,0.1949846386323551,0.09749231931617752
8000,0.5,60% Eps-Greedy / 40% Random,20/80,0.0,66.40806395076758,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
12000,0.5,60% Eps-Greedy / 40% Random,20/80,0.0,66.62890564356513,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
16000,0.5,60% Eps-Greedy / 40% Random,20/80,0.0,66.41346530256307,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
20000,0.5,60% Eps-Greedy / 40% Random,20/80,0.0,66.45270365840211,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
4000,0.7,60% Eps-Greedy / 40% Random,20/80,0.0,67.40708508946331,1,-0.002507680683822407,-3.4841365025117815e-17,-3.7364323621336136e-17
